종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"024950","삼천리자전거","KOSDAQ","중견기업부","15700","-150","-0.95","16000","16150","15500","245575","3866821150","208395158900","13273577"
"038500","삼표시멘트","KOSDAQ","우량기업부","5410","-60","-1.10","5480","5480","5380","452866","2449607220","580802305930","107357173"
"017480","삼현철강","KOSDAQ","우량기업부","7610","-270","-3.43","7880","8080","7350","342099","2681532530","119498992900","15702890"
"010960","삼호개발","KOSPI",,"6300","70","1.12","6260","6310","6150","414549","2588507720","157500000000","25000000"
"046390","삼화네트웍스","KOSDAQ","중견기업부","3650","-90","-2.41","3715","3770","3610","824107","3017860220","157581205450","43172933"
"004450","삼화왕관","KOSPI",,"42800","500","1.18","42200","42900","42050","1675","71064700","92207421200","2154379"
"009470","삼화전기","KOSPI",,"32300","1100","3.53","31200","32450","31200","105484","3371035400","213626386000","6613820"
"011230","삼화전자","KOSPI",,"3975","50","1.27","3930","3975","3900","36997","145874095","41570311500","10457940"
"001820","삼화콘덴서","KOSPI",,"60800","1100","1.84","60100","61000","59700","90929","5502541000","632016000000","10395000"
"000390","삼화페인트","KOSPI",,"12750","-50","-0.39","12800","12950","12600","87330","1111147500","346844229750","27203469"
"027580","상보","KOSDAQ","중견기업부","1820","50","2.82","1790","1820","1755","601998","1080677200","85222632040","46825622"
"038540","상상인","KOSDAQ","우량기업부","7880","30","0.38","7800","7910","7780","252381","1977922480","435987106440","55328313"
"307870","상상인이안1호스팩","KOSDAQ","SPAC(소속부없음)","2200","0","0.00","0","0","0","0","0","10450000000","4750000"
"329560","상상인이안제2호스팩","KOSDAQ","SPAC(소속부없음)","2450","-360","-12.81","3150","3575","2215","10063080","28729778865","9432500000","3850000"
"101000","상상인인더스트리","KOSDAQ","중견기업부","1140","10","0.88","1130","1150","1120","956879","1089113200","81592262400","71572160"
"001290","상상인증권","KOSPI",,"1315","10","0.77","1305","1340","1305","141191","186351655","127416217530","96894462"
"041650","상신브레이크","KOSPI",,"4900","15","0.31","4890","4900","4815","225357","1095756095","105210105000","21471450"
"091580","상신이디피","KOSDAQ","우량기업부","13200","100","0.76","13150","13300","13100","73463","968306500","175998583200","13333226"
"263810","상신전자","KOSDAQ","중견기업부","5370","190","3.67","5200","5400","5180","451129","2404694470","76494135660","14244718"
"089980","상아프론테크","KOSDAQ","우량기업부","47800","300","0.63","47900","48200","47100","70009","3346614400","751643767000","15724765"
"042940","상지카일룸","KOSDAQ","중견기업부","1395","-15","-1.06","1400","1410","1380","837993","1168405905","84531199590","60595842"
"042600","새로닉스","KOSDAQ","중견기업부","10050","130","1.31","9980","10100","9980","41636","417133410","124856918700","12423574"
"075180","새론오토모티브","KOSPI",,"6120","20","0.33","6100","6170","6050","8254","50474030","117504000000","19200000"
