종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2500","20","0.81","2490","2525","2485","107949","270098630","115678782500","46271513"
"095570","AJ네트웍스","KOSPI",,"6100","-10","-0.16","6140","6190","6040","79874","487901320","285615999500","46822295"
"006840","AK홀딩스","KOSPI",,"15600","450","2.97","15250","15650","15250","11855","183171550","206661951600","13247561"
"054620","APS홀딩스","KOSDAQ","중견기업부","14000","100","0.72","14050","14650","13900","70250","994506000","285519094000","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","19350","300","1.57","19350","19600","19050","118419","2293395900","295695496350","15281421"
"211270","AP위성","KOSDAQ","벤처기업부","11350","0","0.00","11400","11800","11250","780790","9014547200","171184150400","15082304"
"027410","BGF","KOSPI",,"4425","60","1.37","4415","4550","4340","2141918","9473741345","423546800175","95716791"
"282330","BGF리테일","KOSPI",,"196500","-9000","-4.38","202500","203500","195500","40334","7999162000","3396287529000","17283906"
"032790","BNGT","KOSDAQ","벤처기업부","2365","-5","-0.21","2390","2410","2365","131481","313917915","73133446045","30923233"
"138930","BNK금융지주","KOSPI",,"7440","50","0.68","7440","7460","7390","1448328","10750492670","2424958230240","325935246"
"001460","BYC","KOSPI",,"374500","2500","0.67","375000","375000","369500","88","32950500","233918317500","624615"
"001465","BYC우","KOSPI",,"143000","3000","2.14","140500","143000","140500","196","27715500","30800055000","215385"
"013720","CBI","KOSDAQ","벤처기업부","308","2","0.65","306","312","305","1288030","397118642","83264931288","270340686"
"001040","CJ","KOSPI",,"77600","900","1.17","76900","78100","76800","40724","3165001004","2264135044800","29176998"
"079160","CJ CGV","KOSPI",,"17550","0","0.00","18000","18000","17450","178540","3146326850","837356919750","47712645"
"035760","CJ ENM","KOSDAQ GLOBAL","우량기업부","82200","-1600","-1.91","84700","87500","81600","368167","30906413100","1802576458800","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","28600","-100","-0.35","28700","29350","28500","5996","172629000","168130019200","5878672"
"00104K","CJ4우(전환)","KOSPI",,"70300","200","0.29","70100","70600","70000","1811","127232200","297123793600","4226512"
"000120","CJ대한통운","KOSPI",,"89900","1500","1.70","89500","92700","89500","172695","15660715600","2050829725600","22812344"
"011150","CJ씨푸드","KOSPI",,"2765","10","0.36","2770","2785","2755","44816","124074675","99348587345","35930773"
