종목명,변동성
신세계건설,0.27479670678950513
신세계인터내셔날,0.22892949600165965
신세계푸드,0.16581645380841523
신송홀딩스,0.29196546625037395
신영와코루,0.23781017807454743
신영증권,0.07977728266452491
신원,0.14604328201219827
신풍제약,1.4483123837465812
신한지주,0.11873095726456843
신흥,0.10210093396601203
쌍방울,11.255307650972815
써니전자,0.09996822031544315
씨아이테크,0.70100315363023
씨에스윈드,0.36789104288322566
아남전자,0.20421972853891449
아모레퍼시픽,0.23769579445204977
아세아,0.17176556638715487
아세아시멘트,0.2896127240967227
아세아제지,0.26285814924741463
아시아나IDT,0.23736916682139764
아시아나항공,0.39229392258190143
아이마켓코리아,0.12106437925768108
아이에스동서,0.19349709005026441
알루코,0.29710319889099907
애경산업,0.21040758398008372
에넥스,0.3004308383991971
에스엘,0.21245895409154616
에스원,0.0848656607266855
에쓰씨엔지니어링,0.45019136006100935
에어부산,0.3190329913857819
에이블씨엔씨,0.23105502427780925
에이엔피,1.7558543002162172
엔씨소프트,0.1900586330431956
엔케이,0.1106200901067936
영보화학,0.13288706973428527
영원무역,0.13539090580890456
영원무역홀딩스,0.12380907845634542
영진약품,0.1646459491129315
영풍,0.16277193074650936
영풍제지,0.5013681712738454
영화금속,0.1524712818964799
예스코홀딩스,0.07733848995813063
오뚜기,0.08623338516069504
오리엔트바이오,0.41029213778534657
오리온,0.14048014659595445
오리온홀딩스,0.07694548624234508
우리금융지주,0.09969671294600174
우신시스템,0.47907273945204026
우진,0.1967982829516067
우진아이엔에스,0.12154550202550676
우진플라임,0.16143727648208012
웅진,0.6228101087767465
웅진씽크빅,0.2225828963018345
원림,0.1441854183894358
웰바이오텍,0.37657659671820237
윌비스,0.22228205244059762
유니드,0.2905900965417001
유니온,0.317267287696194
유니온머티리얼,0.2725297509131072
유니켐,0.24853022185442922
유니퀘스트,0.3365799068463248
유성기업,0.12413642395521599
유수홀딩스,0.1362382945162316
유안타증권,0.1500065990764297
유엔젤,0.26695194377674114
유유제약,0.1871832941809909
유한양행,0.2936371368851138
유화증권,0.1960278316668315
율촌화학,0.1926248088297563
이건산업,0.22668203801767492
이구산업,0.2515008696465294
이노션,0.13963848006132654
이마트,0.14027476533071928
이수페타시스,0.3877097394910672
이수화학,0.2568105828144344
이스타코,0.706149291532346
이아이디,1.3894207453830583
이연제약,0.3042588231874559
이월드,0.19967302579210938
이화산업,0.20213508331856
인디에프,0.4064764165910472
인스코비,0.15668965904474882
인지컨트롤스,0.34337631980040095
인천도시가스,0.047646345862989145
인터지스,0.2252258259253447
인팩,0.2233044595779057
일동제약,0.5784175330901086
일동홀딩스,0.39668458859995914
일성건설,0.35216894061092974
일신방직,0.2587202322942768
일신석재,0.16087535372251438
일양약품,0.3999247453626014
일정실업,0.23919240199251177
일진다이아,0.33259027648897327
일진디스플,0.21678331624243077
일진전기,0.38146078255524674
일진홀딩스,0.21392912422536714
잇츠한불,0.31227230805793094
자화전자,0.2469151387447343
전방,0.3335248700858859
제이에스코퍼레이션,0.26023721758930113
제이준코스메틱,4.7803553528640865
제일기획,0.11312268444183925
제일약품,0.2492162232745584
제일연마,0.06567833131840288
제일파마홀딩스,0.2174534196575043
제주은행,0.4083362357874589
제주항공,0.21975016917467233
조광페인트,0.12365813932692156
조광피혁,0.08471530796095063
조비,0.19601243903749033
조선선재,0.13545292280781437
조일알미늄,0.4441394310728444
조흥,0.09285064476856258
종근당,0.2687826649133829
종근당바이오,0.26679880195893774
종근당홀딩스,0.08846996014919485
주연테크,0.30316219198274663
지엠비코리아,0.15826116948768346
지역난방공사,0.21508082717379842
진도,0.23664978043744
진양산업,0.19914176586115062
진양홀딩스,0.07582610093670161
진양화학,0.22382055173018325
진에어,0.240418875445819
진원생명과학,0.6534967732662126
진흥기업,0.1052034707265289
참엔지니어링,0.15541664285270346
천일고속,0.09743695140543542
체시스,0.4449137346896588
카카오,0.28762336243251735
카프로,0.9597296212262332
케이비아이동국실업,0.1749828110770558
케이씨,0.1488355468267836
케이씨텍,0.16103107640529388
코리아써키트,0.2309444267833839
코리안리,0.08163580993780128
코스맥스,0.29817631279547085
코스맥스비티아이,0.17600694211293558
코스모신소재,0.386501966861845
코스모화학,0.32761335900675137
코아스,1.9201645690045335
코오롱,0.1427209725754079
코오롱글로벌,0.3257375564392257
코오롱인더,0.17885869411181315
코웨이,0.12175674938868812
콤텍시스템,0.14928865439186065
쿠쿠홀딩스,0.2554591708522978
쿠쿠홈시스,0.10798004621378357
크라운제과,0.17103906125984025
크라운해태홀딩스,0.12973692905385298
키다리스튜디오,0.2683873294230555
키움증권,0.16522218831544486
태경산업,0.08816106039467415
태광산업,0.1561193144803533
태림포장,0.2524486291836495
태영건설,0.3283573583962822
태원물산,0.12596740616353544
테이팩스,0.2457851670174952
텔코웨어,0.07483835544670511
토니모리,0.3505824456976023
티에이치엔,0.13329799921743765
티웨이항공,0.22683282301285856
티웨이홀딩스,0.18241645935158227
파미셀,0.45384737352404364
팜스코,0.3120870652513613
팬오션,0.20391504714437028
퍼스텍,0.3621772411983327
퍼시스,0.14645515667521486
페이퍼코리아,0.5473223406117503
평화산업,0.27692031683634377
평화홀딩스,0.18273554604082032
포스코인터내셔널,0.41305288127123907
풀무원,0.182386082930178
풍산,0.1654239503292407
풍산홀딩스,0.10855631670706366
하나금융지주,0.14988335412882972
하나제약,0.08007441170691519
하나투어,0.18782364138944802
하이스틸,0.31366993919249997
하이트진로,0.1628428768697053
하이트진로홀딩스,0.1601787176419661
한국가스공사,0.16291390799712152
한국공항,0.17730760328937578
한국금융지주,0.13947620287615847
한국내화,0.15814101301066816
한국쉘석유,0.07518912378653043
한국자산신탁,0.12693367643640605
한국전자홀딩스,0.20264538012593497
한국종합기술,0.22994307626756447
한국주강,0.37793797978374793
한국철강,0.20495741139794355
한국카본,0.14480190462393025
한국콜마,0.19003871464705435
한국타이어앤테크놀로지,0.15234376859680956
한국토지신탁,0.09866211405887215
한국항공우주,0.1740193392427657
한국화장품,0.2620671225527191
한국화장품제조,0.4100222442956398
한농화성,0.37407388694456467
한독,0.18265238206921705
한미글로벌,0.2664943487014911
한미반도체,0.4295054118152602
한미사이언스,0.30267369595870947
한미약품,0.13833928336454562
한샘,0.16730498871311777
한섬,0.14370865873588248
한성기업,0.501996851671898
한세실업,0.1831084272146579
한세엠케이,0.22899411765421596
한세예스24홀딩스,0.13308966505944803
한솔로지스틱스,0.1860880637874442
한솔제지,0.11340214447887548
한솔케미칼,0.23448532438664083
한솔테크닉스,0.13090273560932122
한솔홀딩스,0.09939012413971458
한솔홈데코,0.2633706002464672
한신공영,0.14791608059845046
한양증권,0.20487173179734083
한온시스템,0.14549757970926544
한올바이오파마,0.22946570762377638
한익스프레스,0.14480923928884135
한일시멘트,0.2772565687848227
한일철강,0.194293442668975
한일현대시멘트,0.14883020039300635
한일홀딩스,0.2290737372570155
한전KPS,0.16296840028229878
한전기술,0.5368601185993932
한전산업,0.34457243513331615
한진,0.21740271466942457
한진중공업홀딩스,0.20495363240735998
한진칼,0.14902855611191965
한창,0.6673603215940186
한창제지,0.1437428279050514
한화,0.12329814151779037
한화생명,0.1827521890012298
한화손해보험,0.17302130229392867
한화솔루션,0.3492084926293156
한화에어로스페이스,0.18122059236390614
한화투자증권,0.29273758929075205
해성디에스,0.2715166186813017
해태제과식품,0.13064899983812128
핸즈코퍼레이션,0.12398764851481771
현대건설,0.12993151220294957
현대글로비스,0.16489554966894163
현대로템,0.19665050032241668
현대리바트,0.2034123878271608
현대모비스,0.10277380107407547
현대백화점,0.15983000035498737
현대비앤지스틸,0.3756437382290358
현대약품,0.15292854916126553
현대위아,0.19158979252114602
현대제철,0.1740380347405529
현대차증권,0.1065197821244589
현대코퍼레이션홀딩스,0.08842497354854145
현대해상,0.10414285562224504
현대홈쇼핑,0.10869925390443919
형지엘리트,0.25644009945393564
혜인,0.26019798415829665
호전실업,0.16374192191598466
호텔신라,0.12323238706499362
화승엔터프라이즈,0.17393932473854537
화신,0.3171166552778354
화인베스틸,0.1593774538464657
화천기계,0.22562481733451023
화천기공,0.08658631095992804
환인제약,0.0930797003233007
황금에스티,0.09627853579334328
효성,0.1273772557950207
효성중공업,0.5288510096006577
효성티앤씨,0.43806560839670106
효성화학,0.28639455384093104
후성,0.24021343531653405
휠라홀딩스,0.15620766492791371
휴비스,0.22859629003673324
휴스틸,0.27654275562602215
흥국화재,0.21225882420565179
흥아해운,0.787919998330696
