종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
대유에이텍,KOSPI,,1180,20,1.72,1180,1185,1160,409468,480337635,135811054520,115094114
대유플러스,KOSPI,,1295,25,1.97,1275,1305,1270,613058,790672890,156693412330,120998774
대창,KOSPI,,1995,80,4.18,1945,2010,1925,2176293,4313069735,181825295505,91140499
대창단조,KOSPI,,4070,25,0.62,4040,4085,3995,101804,411708055,116288976100,28572230
대한방직,KOSPI,,49700,100,0.2,49600,50400,49550,275,13766300,263410000000,5300000
대한유화,KOSPI,,162000,-8000,-4.71,168000,172000,162000,75032,12324190000,1053000000000,6500000
대한전선,KOSPI,,1580,-20,-1.25,1600,1605,1550,7563558,11910097895,1353227354220,856473009
대한제강,KOSPI,,25350,1650,6.96,23700,25550,23500,449069,11064019700,624794706900,24646734
대한제당,KOSPI,,2760,40,1.47,2730,2760,2705,149238,408889950,247562560800,89696580
대한제분,KOSPI,,167500,0,0.0,167500,172000,166500,5111,862239500,283075000000,1690000
대한항공,KOSPI,,28650,-650,-2.22,29000,29050,28550,1856974,53280764200,9965066636250,347820825
대한해운,KOSPI,,2900,120,4.32,2785,2950,2770,7824744,22591352815,925614634000,319177460
대한화섬,KOSPI,,128500,0,0.0,130000,130000,127500,676,87271000,170648000000,1328000
대현,KOSPI,,2430,50,2.1,2360,2450,2355,565140,1361332975,107606013300,44282310
대호에이엘,KOSPI,,3570,300,9.17,3280,3670,3260,1040530,3705351205,185652562830,52003519
더블유게임즈,KOSPI,,50300,800,1.62,49100,50900,49100,54241,2723468350,924237450600,18374502
더존비즈온,KOSPI,,46750,-1550,-3.21,49000,49050,46350,615999,28854202900,1420395152000,30382784
덕성,KOSPI,,14400,-100,-0.69,14700,14900,14400,622462,9075251850,225792000000,15680000
덕양산업,KOSPI,,3525,130,3.83,3345,3525,3345,485936,1754847285,114791554500,32564980
덴티움,KOSPI,,62200,1800,2.98,60600,63500,60600,244295,15337499700,688481226000,11068830
도화엔지니어링,KOSPI,,7640,30,0.39,7610,7670,7560,15034,114306650,257620800000,33720000
동남합성,KOSPI,,61900,300,0.49,62200,62200,61900,832,51575900,223459000000,3610000
동방,KOSPI,,3515,100,2.93,3415,3530,3400,281971,982962310,168620757490,47971766
동방아그로,KOSPI,,6980,110,1.6,6900,6980,6880,37468,260342230,95050687460,13617577
동부건설,KOSPI,,13700,-100,-0.72,13600,13850,13600,45466,624979550,313359771200,22872976
동서,KOSPI,,27250,-200,-0.73,27450,27550,27100,67809,1852668500,2716825000000,99700000
동성제약,KOSPI,,8330,-10,-0.12,8280,8380,8220,85522,710796100,217421080100,26100970
동성케미컬,KOSPI,,4655,25,0.54,4590,4665,4590,39649,183785020,231305683840,49689728
동아쏘시오홀딩스,KOSPI,,102000,-1500,-1.45,103500,104000,101500,5631,575848500,647584332000,6348866
동아에스티,KOSPI,,67900,-300,-0.44,68200,68500,67600,7935,539173000,573507232900,8446351
동아지질,KOSPI,,16900,250,1.5,16500,17000,16500,26082,439115400,237489717400,14052646
동아타이어,KOSPI,,11550,0,0.0,11550,11550,11350,13673,156481950,158616323250,13733015
동양,KOSPI,,1415,15,1.07,1400,1425,1395,465194,657015065,337737949145,238684063
동양고속,KOSPI,,18850,-200,-1.05,19100,19100,18800,1128,21328650,54581475650,2895569
동양생명,KOSPI,,6140,-10,-0.16,6110,6180,6090,83662,512315630,990741711900,161358585
동양철관,KOSPI,,1175,10,0.86,1165,1185,1160,652765,769016090,139690215750,118885290
동양피스톤,KOSPI,,6050,220,3.77,5870,6110,5800,185054,1106823070,79669183000,13168460
동원F&B,KOSPI,,172500,-500,-0.29,173000,173000,171000,4796,826196500,665698890000,3859124
동원금속,KOSPI,,901,21,2.39,872,903,870,153126,134845066,42126194633,46754933
동원산업,KOSPI,,209000,-1000,-0.48,210000,211500,208500,10964,2300258000,768626969000,3677641
동원수산,KOSPI,,9830,620,6.73,9210,10250,9180,913839,8983315310,45746903150,4653805
동원시스템즈,KOSPI,,54400,1400,2.64,53100,55000,52700,40516,2186706300,1587849558400,29188411
동일고무벨트,KOSPI,,6830,90,1.34,6740,6840,6700,3630,24649800,94937000000,13900000
동일산업,KOSPI,,177000,0,0.0,175000,180000,174500,1830,323154500,429263055000,2425215
동일제강,KOSPI,,3030,55,1.85,2975,3050,2960,168942,510152965,61510090800,20300360
동화약품,KOSPI,,12800,150,1.19,12650,12900,12600,136796,1746174250,357522816000,27931470
두산,KOSPI,,111500,-2000,-1.76,113500,116000,111000,103292,11701853000,1842407602500,16523835
두산밥캣,KOSPI,,38300,150,0.39,37700,38800,37650,118999,4571472750,3839543057800,100249166
두올,KOSPI,,3550,25,0.71,3525,3575,3515,96290,341469970,117386714000,33066680
디씨엠,KOSPI,,22950,100,0.44,22600,22950,22550,21319,484708200,268515000000,11700000
디아이,KOSPI,,7520,20,0.27,7410,7570,7410,86891,652406410,236855823200,31496785
디아이씨,KOSPI,,4910,110,2.29,4800,4945,4745,157447,768136180,190942873790,38888569
디와이,KOSPI,,8150,150,1.88,7930,8280,7930,1075376,8750940610,214505008950,26319633
디와이파워,KOSPI,,14150,150,1.07,13950,14250,13900,99046,1402141300,156240168200,11041708
락앤락,KOSPI,,10150,150,1.5,10000,10200,10000,36186,366702650,523236702100,51550414
롯데관광개발,KOSPI,,17850,100,0.56,17650,18000,17500,412286,7336243300,1236570566700,69275662
롯데손해보험,KOSPI,,1720,0,0.0,1715,1720,1700,142920,244465450,533778470400,310336320
롯데쇼핑,KOSPI,,84900,-400,-0.47,85100,86000,84500,62468,5316122100,2401715299500,28288755
롯데정밀화학,KOSPI,,78400,-900,-1.13,78900,80500,78200,96706,7658764100,2022720000000,25800000
롯데지주,KOSPI,,29450,400,1.38,29100,29600,28900,110731,3257201300,3089577029650,104909237
롯데케미칼,KOSPI,,206500,-13500,-6.14,217500,217500,205500,329694,68812277000,7077874023500,34275419
롯데하이마트,KOSPI,,23700,500,2.16,23200,23850,22800,32829,767907000,559502774400,23607712
마니커,KOSPI,,1300,40,3.17,1265,1305,1250,307175,396034175,82564596400,63511228
만호제강,KOSPI,,22900,100,0.44,22800,23050,22600,1251,28552350,95035000000,4150000
메리츠금융지주,KOSPI,,35950,-900,-2.44,36400,36700,34050,842497,29766331100,4817706019300,134011294
메타랩스,KOSPI,,925,3,0.33,920,933,901,179106,164400722,68934189400,74523448
명문제약,KOSPI,,4040,160,4.12,3880,4040,3880,89687,357806100,137171954160,33953454
모나리자,KOSPI,,3470,45,1.31,3425,3470,3400,58528,201480660,126902254850,36571255
모나미,KOSPI,,4150,50,1.22,4105,4170,4100,70017,289595765,78423824050,18897307
모토닉,KOSPI,,8920,20,0.22,8900,8950,8850,10740,95748160,294360000000,33000000
무림P&P,KOSPI,,4155,80,1.96,4075,4175,4050,61263,253022545,259140386220,62368324
무림페이퍼,KOSPI,,2635,15,0.57,2650,2655,2585,300897,788023945,109640531850,41609310
무학,KOSPI,,10800,300,2.86,10450,10900,10300,407564,4344597250,307800000000,28500000
문배철강,KOSPI,,4360,25,0.58,4320,4390,4285,528500,2314478765,89395281800,20503505
미래산업,KOSPI,,12950,0,0.0,12750,13050,12750,38149,493717200,57653490650,4452007
미래아이앤지,KOSPI,,405,10,2.53,397,411,395,956850,385735779,52441079940,129484148
미래에셋생명,KOSPI,,4040,-40,-0.98,4045,4100,4040,50559,206041500,715145403560,177016189
미래에셋증권,KOSPI,,8740,-50,-0.57,8780,8830,8730,652552,5725913590,5377865405920,615316408
미원상사,KOSPI,,186500,-2500,-1.32,189000,189000,186500,571,106775000,926905000000,4970000
미원에스씨,KOSPI,,192500,-1500,-0.77,194000,194500,192000,1202,231850000,981750000000,5100000
미원홀딩스,KOSPI,,140500,0,0.0,141000,141000,139000,214,29912000,325960000000,2320000
미원화학,KOSPI,,71500,-300,-0.42,71500,72000,71200,367,26229500,157247662000,2199268
방림,KOSPI,,3020,20,0.67,2995,3035,2975,247000,740219200,127788551800,42314090
백광산업,KOSPI,,4450,40,0.91,4370,4480,4370,98287,436870035,199886911150,44918407
백산,KOSPI,,10050,50,0.5,10000,10200,9900,350713,3511326850,243210000000,24200000
범양건영,KOSPI,,4070,-10,-0.25,4085,4095,3990,422839,1707844045,101066166740,24831982
벽산,KOSPI,,3110,20,0.65,3110,3130,3060,196271,609952165,213221600000,68560000
보락,KOSPI,,1930,30,1.58,1900,1935,1890,170904,327931925,115607000000,59900000
보해양조,KOSPI,,900,1,0.11,898,912,893,594825,537689207,124213031100,138014479
부광약품,KOSPI,,12350,-50,-0.4,12500,12700,12250,1434855,17855849000,877628655150,71063049
부국증권,KOSPI,,23400,-200,-0.85,23450,23800,23300,4152,97523450,242655332400,10369886
부국철강,KOSPI,,4300,150,3.61,4150,4340,4150,413054,1769142140,86000000000,20000000
부산산업,KOSPI,,87900,500,0.57,86900,88700,86600,1298,113602600,92822400000,1056000
부산주공,KOSPI,,490,0,0.0,490,494,485,258782,126545034,32327065960,65973604
비비안,KOSPI,,2645,50,1.93,2570,2660,2570,106005,278959290,78805103550,29793990
비상교육,KOSPI,,7180,110,1.56,7020,7180,7020,10245,72950830,93316600380,12996741
비케이탑스,KOSPI,,1990,15,0.76,2005,2185,1960,703604,1434889290,30869902860,15512514
빙그레,KOSPI,,53400,0,0.0,53200,53600,53200,8572,458269800,526056269400,9851241
사조대림,KOSPI,,28800,550,1.95,28300,29300,28050,102782,2955349950,263936649600,9164467
사조동아원,KOSPI,,1285,65,5.33,1250,1300,1250,9048937,11544557390,181370811000,141144600
사조산업,KOSPI,,47700,1050,2.25,46450,49400,46400,16094,770319300,238500000000,5000000
사조씨푸드,KOSPI,,6430,1030,19.07,5570,6580,5550,13096462,81717526930,110715231490,17218543
사조오양,KOSPI,,10550,400,3.94,10250,10850,10250,234531,2483069400,99409896450,9422739
삼부토건,KOSPI,,2185,25,1.16,2140,2200,2115,2889593,6270100510,328528447765,150356269
삼성SDI,KOSPI,,547000,-1000,-0.18,559000,559000,542000,277236,152320930000,37614197910000,68764530
삼성공조,KOSPI,,14750,200,1.37,14650,14850,14500,11256,164603950,119863131500,8126314
삼성물산,KOSPI,,111000,1000,0.91,109500,112500,109500,240747,26802220500,20744465991000,186887081
삼성바이오로직스,KOSPI,,768000,-11000,-1.41,789000,794000,762000,63797,49242563000,50814720000000,66165000
삼성생명,KOSPI,,60100,300,0.5,59500,60500,59400,367268,22029710800,12020000000000,200000000
삼성에스디에스,KOSPI,,139500,-500,-0.36,141000,142000,139500,58796,8261436000,10794203100000,77377800
삼성전기,KOSPI,,165000,-1000,-0.6,165000,167000,164000,324874,53692613000,12324459840000,74693696
삼성전자,KOSPI,,71700,-400,-0.55,72300,72400,71500,12481430,897368743880,428033408835000,5969782550
삼성제약,KOSPI,,4305,25,0.58,4265,4355,4220,208541,895941725,289132750095,67162079
삼성중공업,KOSPI,,6050,230,3.95,5840,6180,5840,13603643,82324946430,5324000000000,880000000
삼성증권,KOSPI,,42200,-100,-0.24,42300,42400,41950,224541,9473003700,3768460000000,89300000
삼성출판사,KOSPI,,28600,750,2.69,27850,29500,27700,69878,2003043400,286000000000,10000000
삼성카드,KOSPI,,32200,50,0.16,32200,32450,31950,111968,3612143600,3730656290200,115858891
삼아알미늄,KOSPI,,28100,950,3.5,27850,28250,27550,221186,6185082450,309100000000,11000000
삼양사,KOSPI,,52300,700,1.36,51400,52400,50900,14346,744555100,539393382700,10313449
삼양식품,KOSPI,,88700,1000,1.14,87700,90500,87100,51747,4603879100,668178430500,7533015
삼양통상,KOSPI,,56400,0,0.0,56400,56400,56100,1419,79865100,169200000000,3000000
삼양패키징,KOSPI,,23300,-250,-1.06,23550,23550,23300,7463,174373250,331088433200,14209804
삼양홀딩스,KOSPI,,82600,-500,-0.6,83100,83300,82100,9738,805111300,707408784600,8564271
삼영무역,KOSPI,,13700,-50,-0.36,13800,13800,13600,8137,111340250,252997187600,18466948
삼원강재,KOSPI,,2970,10,0.34,2960,2980,2950,15086,44608345,118800000000,40000000
삼익THK,KOSPI,,12700,0,0.0,12700,12800,12550,27689,351058100,266700000000,21000000
삼익악기,KOSPI,,1850,-5,-0.27,1850,1865,1840,262806,486040190,167482192750,90530915
삼일씨엔에스,KOSPI,,9720,60,0.62,9660,9770,9610,5305,51459280,123754524840,12731947
삼일제약,KOSPI,,8680,250,2.97,8400,8850,8400,179889,1545093980,117503616440,13537283
삼정펄프,KOSPI,,27450,0,0.0,27450,27450,27150,441,12036050,68624203950,2499971
삼진제약,KOSPI,,25200,-50,-0.2,25250,25250,24900,30051,754471300,350280000000,13900000
삼천리,KOSPI,,104000,2500,2.46,102500,105500,102000,14003,1452394500,421722600000,4055025
