종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,연도,분기
남성,KOSPI,,2255,-10,-0.44,2265,2480,2250,4235998,9921819285,81658420800,36212160,2023,Q4
남성,KOSPI,,2030,-5,-0.25,2035,2055,2020,42841,87044350,73510684800,36212160,2024,Q1
남성,KOSPI,,1801,-6,-0.33,1800,1835,1796,57178,103627027,65218100160,36212160,2024,Q2
남성,KOSPI,,1465,-25,-1.68,1514,1514,1465,177667,263852480,53050814400,36212160,2024,Q3
남성,KOSPI,,1110,-71,-6.01,1181,1189,1110,79339,90026608,40195497600,36212160,2024,Q4
남양유업,KOSPI,,381500,3000,0.79,381000,384500,376500,1468,558700500,274680000000,720000,2020,Q1
남양유업,KOSPI,,299000,-500,-0.17,302000,302000,296500,3855,1153095000,215280000000,720000,2020,Q2
남양유업,KOSPI,,271500,-1000,-0.37,274000,274000,269000,1542,417143000,195480000000,720000,2020,Q3
남양유업,KOSPI,,285500,-2500,-0.87,289000,289000,284500,2286,653851000,205560000000,720000,2020,Q4
남양유업,KOSPI,,296000,1000,0.34,296000,297000,293500,1804,532699000,213120000000,720000,2021,Q1
남양유업,KOSPI,,634000,-66000,-9.43,700000,727000,611000,80795,53321586000,456480000000,720000,2021,Q2
남양유업,KOSPI,,547000,-18000,-3.19,526000,570000,526000,19721,10754478000,393840000000,720000,2021,Q3
남양유업,KOSPI,,411500,4000,0.98,402500,415000,402500,2062,844714000,296280000000,720000,2021,Q4
남양유업,KOSPI,,394500,500,0.13,398500,399500,393000,807,318190000,284040000000,720000,2022,Q1
남양유업,KOSPI,,390500,-500,-0.13,390000,392000,389500,322,125911000,281160000000,720000,2022,Q2
남양유업,KOSPI,,386000,-500,-0.13,388000,388000,383500,723,279253000,277920000000,720000,2022,Q3
남양유업,KOSPI,,439000,9000,2.09,432500,442000,432500,1914,837013500,316080000000,720000,2022,Q4
남양유업,KOSPI,,550000,-15000,-2.65,565000,568000,550000,4614,2553710000,396000000000,720000,2023,Q1
남양유업,KOSPI,,515000,-2000,-0.39,515000,517000,510000,936,481227000,370800000000,720000,2023,Q2
남양유업,KOSPI,,461500,-4000,-0.86,465000,465000,460000,478,220479000,332280000000,720000,2023,Q3
남양유업,KOSPI,,454500,-3000,-0.66,473500,473500,452500,1136,518286000,327240000000,720000,2023,Q4
남양유업,KOSPI,,573000,-9000,-1.55,582000,582000,571000,1662,956881000,412560000000,720000,2024,Q1
남양유업,KOSPI,,496500,1500,0.3,503000,503000,486000,1316,650969500,357480000000,720000,2024,Q2
남양유업,KOSPI,,479500,-4000,-0.83,488000,488000,478500,583,279960500,345240000000,720000,2024,Q3
남양유업,KOSPI,,68100,0,0.0,68100,68500,65600,19751,1337823600,462896811000,6797310,2024,Q4
남해화학,KOSPI,,6930,-10,-0.14,6950,7040,6880,123825,859853660,344274381990,49678843,2020,Q1
남해화학,KOSPI,,7950,100,1.27,7870,7980,7790,236095,1858595770,394946801850,49678843,2020,Q2
남해화학,KOSPI,,8300,70,0.85,8250,8390,8190,279452,2314849450,412334396900,49678843,2020,Q3
남해화학,KOSPI,,8600,-50,-0.58,8650,8660,8530,227257,1954257130,427238049800,49678843,2020,Q4
남해화학,KOSPI,,8620,70,0.82,8700,8700,8540,192087,1647966730,428231626660,49678843,2021,Q1
남해화학,KOSPI,,9800,180,1.87,9670,9800,9650,342216,3331344430,486852661400,49678843,2021,Q2
남해화학,KOSPI,,10900,-50,-0.46,11000,11100,10800,603940,6621818650,541499388700,49678843,2021,Q3
남해화학,KOSPI,,10400,450,4.52,10000,10500,9800,555913,5660325730,516659967200,49678843,2021,Q4
남해화학,KOSPI,,10250,590,6.11,10000,10250,9910,1108561,11213924620,509208140750,49678843,2022,Q1
남해화학,KOSPI,,12800,100,0.79,12750,12900,12550,248575,3161830050,635889190400,49678843,2022,Q2
남해화학,KOSPI,,10250,-500,-4.65,10600,10750,10200,940571,9827455900,509208140750,49678843,2022,Q3
남해화학,KOSPI,,9180,30,0.33,9200,9280,9160,205655,1894288850,456051778740,49678843,2022,Q4
남해화학,KOSPI,,9160,130,1.44,9050,9240,9040,193843,1777740800,455058201880,49678843,2023,Q1
남해화학,KOSPI,,8710,10,0.11,8700,8760,8690,79084,688671380,432702722530,49678843,2023,Q2
남해화학,KOSPI,,7650,-40,-0.52,7680,7700,7620,65875,503800430,380043148950,49678843,2023,Q3
남해화학,KOSPI,,7120,-10,-0.14,7140,7190,7110,155150,1107386190,353713362160,49678843,2023,Q4
남해화학,KOSPI,,7380,0,0.0,7380,7420,7380,56067,414637250,366629861340,49678843,2024,Q1
남해화학,KOSPI,,7070,70,1.0,7000,7080,6980,43150,304030590,351229420010,49678843,2024,Q2
남해화학,KOSPI,,6600,-10,-0.15,6610,6610,6560,21430,141185390,327880363800,49678843,2024,Q3
남해화학,KOSPI,,6270,-80,-1.26,6350,6350,6250,58604,368256280,311486345610,49678843,2024,Q4
넥센,KOSPI,,4965,-35,-0.7,4940,5030,4925,42411,210267545,265845845805,53543977,2020,Q1
넥센,KOSPI,,4340,50,1.17,4330,4420,4290,131582,570829990,232380860180,53543977,2020,Q2
넥센,KOSPI,,3870,135,3.61,3820,3885,3745,83634,318207680,207215190990,53543977,2020,Q3
넥센,KOSPI,,4490,80,1.81,4460,4490,4385,74962,333511760,240412456730,53543977,2020,Q4
넥센,KOSPI,,4650,-100,-2.11,4755,4760,4650,87483,410170300,248979493050,53543977,2021,Q1
넥센,KOSPI,,5110,10,0.2,5110,5240,5100,97919,504873850,273609722470,53543977,2021,Q2
넥센,KOSPI,,5010,35,0.7,4970,5010,4930,22208,110201435,268255324770,53543977,2021,Q3
넥센,KOSPI,,4500,15,0.33,4400,4500,4350,19147,84863115,240947896500,53543977,2021,Q4
넥센,KOSPI,,4270,45,1.07,4235,4290,4225,7825,33189140,228632781790,53543977,2022,Q1
넥센,KOSPI,,4210,0,0.0,4255,4300,4190,4473,18819430,225420143170,53543977,2022,Q2
넥센,KOSPI,,4010,-35,-0.87,4050,4065,4010,63960,258741490,214711347770,53543977,2022,Q3
넥센,KOSPI,,4150,5,0.12,4140,4175,4130,40314,166925525,222207504550,53543977,2022,Q4
넥센,KOSPI,,4040,-35,-0.86,4080,4105,4030,13098,52954200,216317667080,53543977,2023,Q1
넥센,KOSPI,,4520,135,3.08,4430,4525,4410,174274,782347995,242018776040,53543977,2023,Q2
넥센,KOSPI,,4185,45,1.09,4190,4210,4140,4358,18255910,224081543745,53543977,2023,Q3
넥센,KOSPI,,4220,5,0.12,4200,4235,4200,1787,7535545,225955582940,53543977,2023,Q4
넥센,KOSPI,,4380,130,3.06,4250,4450,4215,89350,384463700,234522619260,53543977,2024,Q1
넥센,KOSPI,,4540,55,1.23,4600,4600,4470,20777,93910100,243089655580,53543977,2024,Q2
넥센,KOSPI,,4650,-50,-1.06,4650,4720,4650,24106,113118575,248979493050,53543977,2024,Q3
넥센,KOSPI,,4590,-30,-0.65,4650,4650,4585,24305,111783705,245766854430,53543977,2024,Q4
넥센타이어,KOSPI,,6330,-90,-1.4,6450,6460,6190,303354,1908707770,618237661410,97667877,2020,Q1
넥센타이어,KOSPI,,6030,140,2.38,5890,6050,5870,190835,1145091290,588937298310,97667877,2020,Q2
넥센타이어,KOSPI,,5120,50,0.99,5070,5140,5070,301924,1539427240,500059530240,97667877,2020,Q3
넥센타이어,KOSPI,,5850,120,2.09,5750,5870,5750,198120,1151289180,571357080450,97667877,2020,Q4
넥센타이어,KOSPI,,8290,-130,-1.54,8440,8470,8220,525943,4394702090,809666700330,97667877,2021,Q1
넥센타이어,KOSPI,,8410,50,0.6,8410,8560,8320,274751,2312227260,821386845570,97667877,2021,Q2
넥센타이어,KOSPI,,8360,-20,-0.24,8360,8450,8300,119820,1004379490,816503451720,97667877,2021,Q3
넥센타이어,KOSPI,,6370,170,2.74,6210,6440,6180,126511,800531800,622144376490,97667877,2021,Q4
넥센타이어,KOSPI,,6200,-90,-1.43,6280,6300,6170,135946,847197180,605540837400,97667877,2022,Q1
넥센타이어,KOSPI,,6210,-60,-0.96,6280,6300,6200,298303,1864426500,606517516170,97667877,2022,Q2
넥센타이어,KOSPI,,6490,-170,-2.55,6660,6660,6430,96186,622592620,633864521730,97667877,2022,Q3
넥센타이어,KOSPI,,7050,50,0.71,7100,7120,6970,120108,843563160,688558532850,97667877,2022,Q4
넥센타이어,KOSPI,,7690,190,2.53,7540,7740,7530,85006,649912750,751065974130,97667877,2023,Q1
넥센타이어,KOSPI,,8140,-80,-0.97,8380,8380,8050,135313,1102212450,795016518780,97667877,2023,Q2
넥센타이어,KOSPI,,7810,-160,-2.01,7880,7940,7700,340041,2639931000,762786119370,97667877,2023,Q3
넥센타이어,KOSPI,,8400,-380,-4.33,8690,8730,8400,88413,751385260,820410166800,97667877,2023,Q4
넥센타이어,KOSPI,,9050,-250,-2.69,9210,9320,8910,193139,1754735680,883894286850,97667877,2024,Q1
넥센타이어,KOSPI,,8140,-150,-1.81,8280,8280,8130,45651,373618150,795016518780,97667877,2024,Q2
넥센타이어,KOSPI,,7600,-100,-1.3,7700,7700,7530,32940,248956585,742275865200,97667877,2024,Q3
넥센타이어,KOSPI,,6230,-40,-0.64,6270,6310,6150,41888,259913430,608470873710,97667877,2024,Q4
넷마블,KOSPI,,88300,-300,-0.34,89000,89600,86600,241318,21223293600,7571912549200,85752124,2020,Q1
넷마블,KOSPI,,95500,3200,3.47,93300,95600,93100,296795,28138923000,8193500046000,85795812,2020,Q2
넷마블,KOSPI,,162500,-4000,-2.4,177500,179500,160000,1795522,304406427500,13943599312500,85806765,2020,Q3
넷마블,KOSPI,,125500,500,0.4,126500,127500,125500,212888,26904019500,10773454002500,85844255,2020,Q4
넷마블,KOSPI,,123500,0,0.0,126500,126500,123000,262577,32701683000,10606982626500,85886499,2021,Q1
넷마블,KOSPI,,140500,1000,0.72,140500,141000,139500,153676,21574740500,12076467031000,85953502,2021,Q2
넷마블,KOSPI,,127500,-1500,-1.16,127500,129500,126500,153267,19608731000,10959071505000,85953502,2021,Q3
넷마블,KOSPI,,118000,1000,0.85,117000,119500,115500,195728,22985679500,10142513236000,85953502,2021,Q4
넷마블,KOSPI,,103000,500,0.49,102500,104500,101500,138902,14317816000,8853210706000,85953502,2022,Q1
넷마블,KOSPI,,80800,-2700,-3.23,82100,82100,79900,219106,17671739600,6945042961600,85953502,2022,Q2
넷마블,KOSPI,,60900,-2600,-4.09,62500,63000,60900,212586,13057171600,5234568271800,85953502,2022,Q3
넷마블,KOSPI,,50900,1950,3.98,50000,51300,49650,229931,11658501600,4375033251800,85953502,2022,Q4
넷마블,KOSPI,,60900,-900,-1.46,61800,62000,60000,198054,12083213000,5234568271800,85953502,2023,Q1
넷마블,KOSPI,,55300,-600,-1.07,56500,56800,55200,144824,8071722700,4753228660600,85953502,2023,Q2
넷마블,KOSPI,,43250,400,0.93,42550,44400,42550,166419,7249173600,3717488961500,85953502,2023,Q3
넷마블,KOSPI,,57100,-2300,-3.87,58500,59800,57000,124434,7265214500,4907944964200,85953502,2023,Q4
넷마블,KOSPI,,59000,-2700,-4.38,61700,62100,58800,82683,4951472300,5071256618000,85953502,2024,Q1
넷마블,KOSPI,,60500,300,0.5,60200,61300,59200,143420,8620020800,5200186871000,85953502,2024,Q2
넷마블,KOSPI,,58200,-2700,-4.43,60600,60700,57600,115745,6774004300,5002493816400,85953502,2024,Q3
넷마블,KOSPI,,56400,3400,6.42,53800,57700,53600,253662,14281995400,4847777512800,85953502,2024,Q4
노루페인트,KOSPI,,6680,50,0.75,6640,6840,6560,73343,489672700,133600000000,20000000,2020,Q1
노루페인트,KOSPI,,7420,80,1.09,7340,7450,7330,40372,298815590,148400000000,20000000,2020,Q2
노루페인트,KOSPI,,7140,70,0.99,7120,7190,7050,60429,430411880,142800000000,20000000,2020,Q3
노루페인트,KOSPI,,7680,-80,-1.03,7770,7780,7660,97375,749975710,153600000000,20000000,2020,Q4
노루페인트,KOSPI,,9430,220,2.39,9320,9570,9320,83006,782566500,188600000000,20000000,2021,Q1
노루페인트,KOSPI,,13700,500,3.79,13250,13950,12950,909754,12378354100,274000000000,20000000,2021,Q2
노루페인트,KOSPI,,11250,0,0.0,11250,11400,11000,94809,1069606650,225000000000,20000000,2021,Q3
노루페인트,KOSPI,,9740,190,1.99,9510,9750,9400,148952,1432914360,194800000000,20000000,2021,Q4
노루페인트,KOSPI,,10650,100,0.95,10500,10750,10500,157923,1682074300,213000000000,20000000,2022,Q1
노루페인트,KOSPI,,10350,0,0.0,10350,10400,10200,65215,669740550,207000000000,20000000,2022,Q2
노루페인트,KOSPI,,9110,-50,-0.55,9220,10100,9040,1722412,16761833620,182200000000,20000000,2022,Q3
노루페인트,KOSPI,,8520,140,1.67,8390,8580,8350,129838,1101320470,170400000000,20000000,2022,Q4
노루페인트,KOSPI,,7920,10,0.13,7900,7930,7840,47713,376011610,158400000000,20000000,2023,Q1
노루페인트,KOSPI,,8420,-10,-0.12,8490,8510,8390,45980,387901950,168400000000,20000000,2023,Q2
노루페인트,KOSPI,,8980,-190,-2.07,9160,9260,8940,220331,2003461240,179600000000,20000000,2023,Q3
노루페인트,KOSPI,,9650,-80,-0.82,9730,9790,9590,87911,852611010,193000000000,20000000,2023,Q4
노루페인트,KOSPI,,10470,-60,-0.57,10530,10950,10250,535741,5651384850,209400000000,20000000,2024,Q1
노루페인트,KOSPI,,9500,120,1.28,9390,9540,9330,80144,758392570,190000000000,20000000,2024,Q2
노루페인트,KOSPI,,9000,-100,-1.1,9140,9140,8950,25947,233512890,180000000000,20000000,2024,Q3
노루페인트,KOSPI,,8020,-60,-0.74,8040,8140,7980,48579,390245150,160400000000,20000000,2024,Q4
노루홀딩스,KOSPI,,9980,-420,-4.04,10400,10400,9960,38110,382665970,132645686980,13291151,2020,Q1
노루홀딩스,KOSPI,,9780,30,0.31,9690,9790,9650,5262,51136940,129987456780,13291151,2020,Q2
노루홀딩스,KOSPI,,9140,-20,-0.22,9090,9150,9080,3298,30009510,121481120140,13291151,2020,Q3
노루홀딩스,KOSPI,,9730,60,0.62,9700,9740,9630,8982,87055850,129322899230,13291151,2020,Q4
노루홀딩스,KOSPI,,11600,0,0.0,11750,11950,11450,45380,527160050,154177351600,13291151,2021,Q1
노루홀딩스,KOSPI,,14500,100,0.69,14400,14950,14250,160556,2339509350,192721689500,13291151,2021,Q2
노루홀딩스,KOSPI,,13700,0,0.0,13700,14100,13650,155852,2167405200,182088768700,13291151,2021,Q3
노루홀딩스,KOSPI,,11400,50,0.44,11350,11400,11050,18071,203528300,151519121400,13291151,2021,Q4
노루홀딩스,KOSPI,,11600,200,1.75,11550,11600,11350,8337,95967550,154177351600,13291151,2022,Q1
노루홀딩스,KOSPI,,11850,-50,-0.42,11900,11900,11700,4363,51425750,157500139350,13291151,2022,Q2
노루홀딩스,KOSPI,,12250,500,4.26,11750,14400,11700,906609,11879952300,162816599750,13291151,2022,Q3
노루홀딩스,KOSPI,,10700,200,1.9,10600,10750,10550,27566,293552000,142215315700,13291151,2022,Q4
노루홀딩스,KOSPI,,10130,-20,-0.2,10140,10150,10080,9135,92342280,134639359630,13291151,2023,Q1
노루홀딩스,KOSPI,,10230,30,0.29,10210,10250,10120,11234,114602750,135968474730,13291151,2023,Q2
노루홀딩스,KOSPI,,11570,0,0.0,11550,12100,11450,80298,941326000,153778617070,13291151,2023,Q3
노루홀딩스,KOSPI,,11980,-60,-0.5,12130,12130,11820,11483,136453330,159227988980,13291151,2023,Q4
노루홀딩스,KOSPI,,12270,190,1.57,12080,12420,12040,40531,494488970,163082422770,13291151,2024,Q1
노루홀딩스,KOSPI,,12390,-120,-0.96,12510,12520,12350,14348,177901870,164677360890,13291151,2024,Q2
노루홀딩스,KOSPI,,13250,50,0.38,13190,13430,13000,11692,153233350,176107750750,13291151,2024,Q3
노루홀딩스,KOSPI,,13030,-60,-0.46,13100,13190,12800,14830,191703910,173183697530,13291151,2024,Q4
녹십자,KOSPI,,117000,3500,3.08,113500,119000,113500,45745,5339707000,1367324946000,11686538,2020,Q1
녹십자,KOSPI,,143000,1500,1.06,142000,144000,141500,87824,12510358000,1671174934000,11686538,2020,Q2
녹십자,KOSPI,,264000,-1500,-0.56,266500,268000,261000,158793,41794381000,3085246032000,11686538,2020,Q3
녹십자,KOSPI,,360500,3000,0.84,361500,377000,358000,306691,112451114000,4212996949000,11686538,2020,Q4
녹십자,KOSPI,,371500,-7000,-1.85,385500,387000,370500,144035,54403333500,4341548867000,11686538,2021,Q1
녹십자,KOSPI,,336000,-5500,-1.61,341500,343000,335000,85647,28888190500,3926676768000,11686538,2021,Q2
녹십자,KOSPI,,383500,-1500,-0.39,380000,390000,375000,204134,77896545500,4481787323000,11686538,2021,Q3
녹십자,KOSPI,,221500,3500,1.61,216000,225500,212500,74651,16420892500,2588568167000,11686538,2021,Q4
녹십자,KOSPI,,177000,-5000,-2.75,180000,181500,177000,107328,19111998500,2068517226000,11686538,2022,Q1
녹십자,KOSPI,,186500,-5500,-2.86,191000,191500,186000,25475,4781004500,2179539337000,11686538,2022,Q2
녹십자,KOSPI,,159500,-4500,-2.74,162000,163000,159500,27988,4514776500,1864002811000,11686538,2022,Q3
녹십자,KOSPI,,129000,0,0.0,131500,133000,129000,53883,7044055500,1507563402000,11686538,2022,Q4
녹십자,KOSPI,,118700,-1100,-0.92,120500,121000,117400,44855,5319148100,1387192060600,11686538,2023,Q1
녹십자,KOSPI,,128500,2600,2.07,126000,129100,125900,26024,3335648800,1501720133000,11686538,2023,Q2
녹십자,KOSPI,,113000,-2700,-2.33,115300,115700,112900,33296,3792901400,1320578794000,11686538,2023,Q3
녹십자,KOSPI,,114900,300,0.26,114800,116300,112800,21339,2447839800,1342783216200,11686538,2023,Q4
녹십자,KOSPI,,116500,-1400,-1.19,119200,119500,116300,16711,1964118400,1361481677000,11686538,2024,Q1
녹십자,KOSPI,,115700,1000,0.87,114600,115900,114000,20049,2308858000,1352132446600,11686538,2024,Q2
녹십자,KOSPI,,166500,-4400,-2.57,173500,175000,163500,108625,18107876900,1945808577000,11686538,2024,Q3
녹십자,KOSPI,,147700,-3300,-2.19,155500,155500,147300,36446,5452918000,1726101662600,11686538,2024,Q4
녹십자홀딩스,KOSPI,,17900,350,1.99,17950,18000,17550,48066,856340850,841804959000,47028210,2020,Q1
녹십자홀딩스,KOSPI,,22100,700,3.27,21650,22250,21550,78123,1717179850,1039323441000,47028210,2020,Q2
녹십자홀딩스,KOSPI,,27350,-150,-0.55,27550,27800,27050,201192,5501865700,1286221543500,47028210,2020,Q3
녹십자홀딩스,KOSPI,,36000,400,1.12,36450,39100,35600,2196182,81649097600,1693015560000,47028210,2020,Q4
녹십자홀딩스,KOSPI,,36650,-450,-1.21,37700,38200,36400,426551,15930765800,1723583896500,47028210,2021,Q1
녹십자홀딩스,KOSPI,,34250,0,0.0,34450,34550,34050,150725,5166628600,1610716192500,47028210,2021,Q2
녹십자홀딩스,KOSPI,,33850,-800,-2.31,34100,34950,33500,233043,7927816900,1591904908500,47028210,2021,Q3
녹십자홀딩스,KOSPI,,25300,700,2.85,24150,25700,24150,120938,3019038200,1189813713000,47028210,2021,Q4
녹십자홀딩스,KOSPI,,22300,0,0.0,22250,22600,22150,85895,1922896300,1048729083000,47028210,2022,Q1
녹십자홀딩스,KOSPI,,21700,-150,-0.69,21950,22150,21550,131159,2867589550,1020512157000,47028210,2022,Q2
녹십자홀딩스,KOSPI,,18450,-350,-1.86,18650,18700,18400,52493,973069900,867670474500,47028210,2022,Q3
녹십자홀딩스,KOSPI,,17500,200,1.16,17400,18100,17350,70051,1243805800,822993675000,47028210,2022,Q4
녹십자홀딩스,KOSPI,,15730,-170,-1.07,15910,15920,15700,57656,909347470,739753743300,47028210,2023,Q1
녹십자홀딩스,KOSPI,,15680,180,1.16,15510,15830,15510,32872,516297950,737402332800,47028210,2023,Q2
녹십자홀딩스,KOSPI,,13930,-50,-0.36,13900,14030,13900,56973,796164510,655102965300,47028210,2023,Q3
녹십자홀딩스,KOSPI,,14560,-190,-1.29,14700,14730,14510,27221,397480160,684730737600,47028210,2023,Q4
녹십자홀딩스,KOSPI,,16670,170,1.03,16710,16770,16520,59520,992058690,783960260700,47028210,2024,Q1
녹십자홀딩스,KOSPI,,14070,120,0.86,13960,14190,13950,25398,357871180,661686914700,47028210,2024,Q2
녹십자홀딩스,KOSPI,,16040,-610,-3.66,16570,16630,15930,70989,1145143530,754332488400,47028210,2024,Q3
녹십자홀딩스,KOSPI,,15270,-210,-1.36,15570,15720,15250,70671,1091530070,718120766700,47028210,2024,Q4
농심,KOSPI,,265000,1000,0.38,266500,268500,260000,35581,9377467500,1611900130000,6082642,2020,Q1
농심,KOSPI,,325500,10000,3.17,314500,326500,314500,33247,10775888500,1979899971000,6082642,2020,Q2
농심,KOSPI,,358000,-1500,-0.42,359500,359500,355000,24518,8741115500,2177585836000,6082642,2020,Q3
농심,KOSPI,,288000,1000,0.35,289000,289500,287000,22995,6625631000,1751800896000,6082642,2020,Q4
농심,KOSPI,,273500,-1500,-0.55,276500,276500,272500,29133,8001268500,1663602587000,6082642,2021,Q1
농심,KOSPI,,304000,2500,0.83,304500,308500,302000,43523,13235464500,1849123168000,6082642,2021,Q2
농심,KOSPI,,302000,3500,1.17,299500,303500,298500,21187,6396666500,1836957884000,6082642,2021,Q3
농심,KOSPI,,279500,6000,2.19,276000,281500,270500,17056,4735273500,1700098439000,6082642,2021,Q4
농심,KOSPI,,308000,1000,0.33,306500,310000,304000,30997,9527588000,1873453736000,6082642,2022,Q1
농심,KOSPI,,278000,2000,0.72,276500,278000,274500,18606,5144554000,1690974476000,6082642,2022,Q2
농심,KOSPI,,298000,-2000,-0.67,300000,304000,297000,14522,4352285000,1812627316000,6082642,2022,Q3
농심,KOSPI,,330000,1500,0.46,328500,332000,325500,13400,4427407000,2007271860000,6082642,2022,Q4
농심,KOSPI,,362000,-4000,-1.09,366000,371500,360000,12283,4484819500,2201916404000,6082642,2023,Q1
농심,KOSPI,,450000,11000,2.51,450000,450000,439500,25701,11480549000,2737188900000,6082642,2023,Q2
농심,KOSPI,,453000,-5500,-1.2,459000,462000,448500,17200,7822907000,2755436826000,6082642,2023,Q3
농심,KOSPI,,409500,4000,0.99,400500,415500,400500,37247,15279334000,2490841899000,6082642,2023,Q4
농심,KOSPI,,359500,11500,3.3,352000,366500,352000,38684,13972436500,2186709799000,6082642,2024,Q1
농심,KOSPI,,468000,8500,1.85,467000,476500,458000,48190,22482613000,2846676456000,6082642,2024,Q2
농심,KOSPI,,387000,1000,0.26,393500,396000,385500,16528,6419545000,2353982454000,6082642,2024,Q3
농심,KOSPI,,334000,-10000,-2.91,346500,346500,332500,24159,8123158500,2031602428000,6082642,2024,Q4
농심홀딩스,KOSPI,,75500,-200,-0.26,75300,75700,73100,3730,276422800,350153145000,4637790,2020,Q1
농심홀딩스,KOSPI,,78800,2500,3.28,79800,79900,77600,1828,143976800,365457852000,4637790,2020,Q2
농심홀딩스,KOSPI,,78600,200,0.26,78400,78600,77600,5253,409053400,364530294000,4637790,2020,Q3
농심홀딩스,KOSPI,,75500,-1300,-1.69,76600,76600,75000,12839,967089200,350153145000,4637790,2020,Q4
농심홀딩스,KOSPI,,73400,-300,-0.41,73800,74000,73100,4962,364762900,340413786000,4637790,2021,Q1
농심홀딩스,KOSPI,,83000,500,0.61,82500,83000,81600,12702,1045569900,384936570000,4637790,2021,Q2
농심홀딩스,KOSPI,,76300,0,0.0,76800,76800,76100,943,72002500,353863377000,4637790,2021,Q3
농심홀딩스,KOSPI,,74800,1000,1.36,73500,74900,73000,1575,116693500,346906692000,4637790,2021,Q4
농심홀딩스,KOSPI,,73900,200,0.27,73600,74000,72900,3070,225138000,342732681000,4637790,2022,Q1
농심홀딩스,KOSPI,,72500,100,0.14,72400,72500,71800,878,63388600,336239775000,4637790,2022,Q2
농심홀딩스,KOSPI,,67000,-900,-1.33,67900,67900,66800,1827,122441700,310731930000,4637790,2022,Q3
농심홀딩스,KOSPI,,64800,300,0.47,65600,65600,64400,2501,161943500,300528792000,4637790,2022,Q4
농심홀딩스,KOSPI,,70400,-300,-0.42,70700,71400,70000,2108,148904700,326500416000,4637790,2023,Q1
농심홀딩스,KOSPI,,73400,900,1.24,73200,73600,72700,3245,237436600,340413786000,4637790,2023,Q2
농심홀딩스,KOSPI,,67800,600,0.89,67300,67900,66800,2420,162894600,314442162000,4637790,2023,Q3
농심홀딩스,KOSPI,,65200,100,0.15,65100,65400,64800,1142,74426000,302383908000,4637790,2023,Q4
농심홀딩스,KOSPI,,67400,400,0.6,67000,68100,66700,7557,509472500,312587046000,4637790,2024,Q1
농심홀딩스,KOSPI,,72700,1700,2.39,72000,72700,71000,8580,619993900,337167333000,4637790,2024,Q2
농심홀딩스,KOSPI,,67000,0,0.0,67400,67600,66800,2912,195664900,310731930000,4637790,2024,Q3
농심홀딩스,KOSPI,,65900,-100,-0.15,66000,66200,65300,2890,189834900,305630361000,4637790,2024,Q4
다스코,KOSPI,,5810,60,1.04,5670,5840,5540,56104,322297760,89474000000,15400000,2020,Q1
다스코,KOSPI,,5550,100,1.83,5400,5570,5400,52978,290905870,85470000000,15400000,2020,Q2
다스코,KOSPI,,4800,-115,-2.34,4920,4955,4770,41527,201052220,73920000000,15400000,2020,Q3
다스코,KOSPI,,5340,10,0.19,5340,5360,5260,46820,247817610,82236000000,15400000,2020,Q4
다스코,KOSPI,,4965,-30,-0.6,5070,5080,4965,28632,143413455,76461000000,15400000,2021,Q1
다스코,KOSPI,,5470,-20,-0.36,5500,5520,5430,43408,237757780,89161000000,16300000,2021,Q2
다스코,KOSPI,,5830,100,1.75,5730,5870,5390,98800,567334490,95029000000,16300000,2021,Q3
다스코,KOSPI,,4740,40,0.85,4700,4740,4540,39433,183806310,79994899140,16876561,2021,Q4
다스코,KOSPI,,4870,5,0.1,4870,4905,4850,38800,189085490,82188852070,16876561,2022,Q1
다스코,KOSPI,,7560,-490,-6.09,7800,7920,7320,2245457,17238457970,127586801160,16876561,2022,Q2
다스코,KOSPI,,5750,-320,-5.27,5920,6060,5710,925460,5468129130,105699461250,18382515,2022,Q3
다스코,KOSPI,,5920,100,1.72,5870,6020,5820,824496,4897882680,111548588640,18842667,2022,Q4
다스코,KOSPI,,4780,90,1.92,4690,4835,4690,113223,542107910,92717377980,19396941,2023,Q1
다스코,KOSPI,,4630,5,0.11,4695,4695,4575,64095,297164930,89807836830,19396941,2023,Q2
다스코,KOSPI,,4765,145,3.14,4645,4835,4600,467844,2226170855,92426423865,19396941,2023,Q3
다스코,KOSPI,,4375,35,0.81,4350,4375,4300,107974,469081665,84861616875,19396941,2023,Q4
다스코,KOSPI,,3940,-5,-0.13,3930,3965,3910,34391,135420565,76423947540,19396941,2024,Q1
다스코,KOSPI,,3410,20,0.59,3375,3430,3375,44504,151615310,66143568810,19396941,2024,Q2
다스코,KOSPI,,3265,-50,-1.51,3320,3320,3250,126395,413324485,61372012365,18796941,2024,Q3
다스코,KOSPI,,3300,-100,-2.94,3400,3425,3290,201755,671710070,62029905300,18796941,2024,Q4
다우기술,KOSPI,,16150,150,0.94,15850,16150,15800,148192,2366957100,724595864550,44866617,2020,Q1
다우기술,KOSPI,,18650,350,1.91,18300,18950,18300,229374,4282233000,836762407050,44866617,2020,Q2
다우기술,KOSPI,,19850,400,2.06,19450,20100,19400,185877,3674408850,890602347450,44866617,2020,Q3
다우기술,KOSPI,,22700,1150,5.34,21650,22800,21650,793024,17845903100,1018472205900,44866617,2020,Q4
다우기술,KOSPI,,27000,-200,-0.74,27700,27750,26700,381208,10321647400,1211398659000,44866617,2021,Q1
