종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,연도,분기
성문전자,KOSPI,,1476,-4,-0.27,1475,1523,1475,188668,280921537,33152413860,22460985,2024,Q2
성문전자,KOSPI,,1240,26,2.14,1223,1418,1208,1893530,2507066763,27851621400,22460985,2024,Q3
성문전자,KOSPI,,1099,-8,-0.72,1107,1107,1091,48626,53463367,24684622515,22460985,2024,Q4
성보화학,KOSPI,,3795,10,0.26,3785,3800,3700,10942,41297650,75975900000,20020000,2020,Q1
성보화학,KOSPI,,4240,35,0.83,4275,4275,4180,10165,42822820,84884800000,20020000,2020,Q2
성보화학,KOSPI,,4355,-10,-0.23,4370,4395,4325,9977,43512280,87187100000,20020000,2020,Q3
성보화학,KOSPI,,4300,5,0.12,4255,4315,4255,4440,19050410,86086000000,20020000,2020,Q4
성보화학,KOSPI,,4090,-15,-0.37,4110,4160,4090,6725,27714400,81881800000,20020000,2021,Q1
성보화학,KOSPI,,5340,180,3.49,5160,5400,5150,480560,2550854750,106906800000,20020000,2021,Q2
성보화학,KOSPI,,4385,75,1.74,4310,4405,4295,72232,315304145,87787700000,20020000,2021,Q3
성보화학,KOSPI,,3835,165,4.5,3650,3835,3650,27290,101865510,76776700000,20020000,2021,Q4
성보화학,KOSPI,,3800,60,1.6,3745,3810,3740,42649,161128600,76076000000,20020000,2022,Q1
성보화학,KOSPI,,4425,10,0.23,4420,4470,4390,43828,193942115,88588500000,20020000,2022,Q2
성보화학,KOSPI,,3465,-90,-2.53,3550,3550,3450,137084,479289020,69369300000,20020000,2022,Q3
성보화학,KOSPI,,3550,-60,-1.66,3610,3645,3480,96160,341529725,71071000000,20020000,2022,Q4
성보화학,KOSPI,,3420,-15,-0.44,3425,3445,3385,22713,77575975,68468400000,20020000,2023,Q1
성보화학,KOSPI,,3390,-20,-0.59,3410,3410,3345,29044,97731680,67867800000,20020000,2023,Q2
성보화학,KOSPI,,2950,-45,-1.5,2995,3000,2940,24110,71631935,59059000000,20020000,2023,Q3
성보화학,KOSPI,,2940,-15,-0.51,2955,2965,2905,69283,202288885,58858800000,20020000,2023,Q4
성보화학,KOSPI,,2895,-5,-0.17,2875,2900,2875,16591,47836755,57957900000,20020000,2024,Q1
성보화학,KOSPI,,3005,30,1.01,2970,3005,2970,30520,91296840,60160100000,20020000,2024,Q2
성보화학,KOSPI,,2655,15,0.57,2650,2655,2635,16184,42765675,53153100000,20020000,2024,Q3
성보화학,KOSPI,,2500,-15,-0.6,2505,2520,2475,28174,70159240,50050000000,20020000,2024,Q4
성신양회,KOSPI,,5720,40,0.7,5700,5840,5620,98689,563874210,140231937560,24516073,2020,Q1
성신양회,KOSPI,,7330,60,0.83,7380,7450,7270,163052,1202060430,179702815090,24516073,2020,Q2
성신양회,KOSPI,,6940,130,1.91,6810,7150,6760,182580,1268219010,170141546620,24516073,2020,Q3
성신양회,KOSPI,,6900,-20,-0.29,6950,7000,6870,80978,560191650,169160903700,24516073,2020,Q4
성신양회,KOSPI,,7910,0,0.0,8010,8010,7840,237122,1874750990,193922137430,24516073,2021,Q1
성신양회,KOSPI,,12200,-200,-1.61,12400,12450,12100,309982,3795357600,299096090600,24516073,2021,Q2
성신양회,KOSPI,,10750,-50,-0.46,10950,10950,10650,118024,1268020500,263547784750,24516073,2021,Q3
성신양회,KOSPI,,11150,550,5.19,10550,11250,10150,472115,5027112000,273354213950,24516073,2021,Q4
성신양회,KOSPI,,12700,150,1.2,12700,12950,12400,327164,4137042450,311354127100,24516073,2022,Q1
성신양회,KOSPI,,11600,-200,-1.69,11800,11800,11500,77923,907128300,284386446800,24516073,2022,Q2
성신양회,KOSPI,,10100,-400,-3.81,10450,10600,10050,181649,1865812950,247612337300,24516073,2022,Q3
성신양회,KOSPI,,11150,-150,-1.33,11300,11450,11100,441498,4976110900,273354213950,24516073,2022,Q4
성신양회,KOSPI,,9030,180,2.03,8850,9050,8810,96489,861338030,221380139190,24516073,2023,Q1
성신양회,KOSPI,,9530,40,0.42,9760,9940,9490,189235,1822209920,233638175690,24516073,2023,Q2
성신양회,KOSPI,,9200,40,0.44,9110,9450,9080,138883,1281722460,225547871600,24516073,2023,Q3
성신양회,KOSPI,,8710,-100,-1.14,8760,8840,8710,208860,1876448010,213534995830,24516073,2023,Q4
성신양회,KOSPI,,8430,10,0.12,8400,8440,8370,58626,493084200,206670495390,24516073,2024,Q1
성신양회,KOSPI,,8420,20,0.24,8410,8440,8380,44687,375953350,206425334660,24516073,2024,Q2
성신양회,KOSPI,,8330,50,0.6,8300,8340,8150,37186,306554090,204218888090,24516073,2024,Q3
성신양회,KOSPI,,7710,-60,-0.77,7720,7780,7690,29818,229852280,189018922830,24516073,2024,Q4
성창기업지주,KOSPI,,1350,-5,-0.37,1320,1395,1315,96889,129760265,94164660000,69751600,2020,Q1
성창기업지주,KOSPI,,1495,15,1.01,1490,1515,1490,132543,198935455,104278642000,69751600,2020,Q2
성창기업지주,KOSPI,,1580,5,0.32,1575,1600,1560,125864,198446560,110207528000,69751600,2020,Q3
성창기업지주,KOSPI,,2045,25,1.24,2025,2065,1990,1081636,2202710330,142642022000,69751600,2020,Q4
성창기업지주,KOSPI,,2315,-45,-1.91,2440,2440,2295,738173,1723164420,161474954000,69751600,2021,Q1
성창기업지주,KOSPI,,2900,50,1.75,2845,2915,2845,435544,1258880120,202279640000,69751600,2021,Q2
성창기업지주,KOSPI,,2730,5,0.18,2725,2740,2700,133125,362467550,190421868000,69751600,2021,Q3
성창기업지주,KOSPI,,2200,85,4.02,2090,2225,2060,279038,603366170,153453520000,69751600,2021,Q4
성창기업지주,KOSPI,,2260,25,1.12,2230,2265,2220,103000,231424960,157638616000,69751600,2022,Q1
성창기업지주,KOSPI,,2485,-20,-0.8,2490,2495,2455,103178,255389800,173332726000,69751600,2022,Q2
성창기업지주,KOSPI,,2170,-55,-2.47,2225,2225,2170,115962,253932520,151360972000,69751600,2022,Q3
성창기업지주,KOSPI,,2080,35,1.71,2050,2085,2045,106118,218802760,145083328000,69751600,2022,Q4
성창기업지주,KOSPI,,2155,-5,-0.23,2180,2180,2140,119021,256273905,150314698000,69751600,2023,Q1
성창기업지주,KOSPI,,2000,5,0.25,1985,2020,1985,67662,135503269,139503200000,69751600,2023,Q2
성창기업지주,KOSPI,,2030,5,0.25,2030,2060,2005,63403,128821050,141595748000,69751600,2023,Q3
성창기업지주,KOSPI,,1992,-1,-0.05,2005,2010,1982,227136,452608245,138945187200,69751600,2023,Q4
성창기업지주,KOSPI,,2020,0,0.0,2025,2040,1996,112386,226060162,140898232000,69751600,2024,Q1
성창기업지주,KOSPI,,1920,14,0.73,1900,1920,1899,48734,92846687,133923072000,69751600,2024,Q2
성창기업지주,KOSPI,,1680,-14,-0.83,1687,1687,1674,9130,15342123,117182688000,69751600,2024,Q3
성창기업지주,KOSPI,,1281,-36,-2.73,1305,1317,1280,75844,98282918,89351799600,69751600,2024,Q4
세기상사,KOSPI,,56100,-900,-1.58,56700,56700,55000,310,17210400,22865911200,407592,2020,Q1
세기상사,KOSPI,,50800,1400,2.83,49100,51500,49100,922,46418500,20705673600,407592,2020,Q2
세기상사,KOSPI,,61600,0,0.0,0,0,0,0,0,25107667200,407592,2020,Q3
세기상사,KOSPI,,61600,0,0.0,0,0,0,0,0,25107667200,407592,2020,Q4
세기상사,KOSPI,,61600,0,0.0,0,0,0,0,0,25107667200,407592,2021,Q1
세기상사,KOSPI,,6160,0,0.0,0,0,0,0,0,25107667200,4075920,2021,Q2
세기상사,KOSPI,,6160,0,0.0,0,0,0,0,0,25107667200,4075920,2021,Q3
세기상사,KOSPI,,6160,0,0.0,0,0,0,0,0,25107667200,4075920,2021,Q4
세기상사,KOSPI,,11750,1650,16.34,10200,13000,9960,770437,9171906820,50247935000,4276420,2022,Q1
세기상사,KOSPI,,10350,480,4.86,9870,10600,9750,45963,471508940,44260947000,4276420,2022,Q2
세기상사,KOSPI,,8520,-110,-1.27,8620,8620,8440,12599,107077970,45097620960,5293148,2022,Q3
세기상사,KOSPI,,8450,400,4.97,8550,9980,8380,246059,2245980570,44727100600,5293148,2022,Q4
세기상사,KOSPI,,7590,-10,-0.13,7600,7710,7560,2380,18081560,40174993320,5293148,2023,Q1
세기상사,KOSPI,,8170,180,2.25,8070,8250,8000,3336,27228800,45415788160,5558848,2023,Q2
세기상사,KOSPI,,7050,-240,-3.29,7380,7380,7050,3732,26706390,39189878400,5558848,2023,Q3
세기상사,KOSPI,,6600,-50,-0.75,6650,6840,6590,9140,60870140,36688396800,5558848,2023,Q4
세기상사,KOSPI,,6080,30,0.5,6050,6080,6020,1345,8133440,33797795840,5558848,2024,Q1
세기상사,KOSPI,,8600,800,10.26,7800,9080,7800,221560,1877100270,47806092800,5558848,2024,Q2
세기상사,KOSPI,,6250,30,0.48,6250,6430,6060,22880,141312840,34742800000,5558848,2024,Q3
세기상사,KOSPI,,5520,80,1.47,5590,5690,5470,7026,39135660,30684840960,5558848,2024,Q4
세방,KOSPI,,8950,-190,-2.08,9100,9100,8800,66415,590263090,172812775500,19308690,2020,Q1
세방,KOSPI,,10050,-300,-2.9,10200,10400,10050,31319,320513650,194052334500,19308690,2020,Q2
세방,KOSPI,,9850,0,0.0,9850,9950,9770,26458,260451610,190190596500,19308690,2020,Q3
세방,KOSPI,,10300,0,0.0,10400,10550,10200,80642,833060550,198879507000,19308690,2020,Q4
세방,KOSPI,,14000,-400,-2.78,14450,14550,13850,210353,2976096900,270321660000,19308690,2021,Q1
세방,KOSPI,,14250,0,0.0,14250,14250,14050,75339,1066401500,275148832500,19308690,2021,Q2
세방,KOSPI,,13450,-50,-0.37,13500,13500,13350,70282,942962050,259701880500,19308690,2021,Q3
세방,KOSPI,,10950,450,4.29,10450,11000,10300,122966,1317145600,211430155500,19308690,2021,Q4
세방,KOSPI,,11150,0,0.0,11050,11200,11050,20377,226823500,215291893500,19308690,2022,Q1
세방,KOSPI,,12800,150,1.19,12650,12850,12550,57992,739212850,247151232000,19308690,2022,Q2
세방,KOSPI,,13850,50,0.36,13800,13950,13650,102791,1420849700,267425356500,19308690,2022,Q3
세방,KOSPI,,28350,1900,7.18,26750,28800,26750,477078,13412521300,547401361500,19308690,2022,Q4
세방,KOSPI,,42450,-650,-1.51,43100,43500,42100,186307,7897050550,819653890500,19308690,2023,Q1
세방,KOSPI,,14760,50,0.34,14710,14950,14640,202787,2994905980,284996264400,19308690,2023,Q2
세방,KOSPI,,12210,-190,-1.53,12390,12450,12150,101294,1245951790,235759104900,19308690,2023,Q3
세방,KOSPI,,12440,500,4.19,12100,12630,12000,355588,4404220300,240200103600,19308690,2023,Q4
세방,KOSPI,,12790,150,1.19,12640,12820,12550,72298,917625400,246958145100,19308690,2024,Q1
세방,KOSPI,,12300,280,2.33,12000,12440,12000,54112,662350850,237496887000,19308690,2024,Q2
세방,KOSPI,,13250,-300,-2.21,13680,13680,13170,65652,874515020,255840142500,19308690,2024,Q3
세방,KOSPI,,11560,-160,-1.37,11760,11760,11530,24149,280465000,223208456400,19308690,2024,Q4
세방전지,KOSPI,,32350,600,1.89,32050,32350,31750,18009,577461600,452900000000,14000000,2020,Q1
세방전지,KOSPI,,29300,600,2.09,28700,29400,28700,27531,803272750,410200000000,14000000,2020,Q2
세방전지,KOSPI,,27900,600,2.2,27100,27900,27100,33901,936964300,390600000000,14000000,2020,Q3
세방전지,KOSPI,,42100,-1800,-4.1,44500,45100,41200,212922,9056484350,589400000000,14000000,2020,Q4
세방전지,KOSPI,,87900,-2300,-2.55,92700,92900,86600,221387,19795149900,1230600000000,14000000,2021,Q1
세방전지,KOSPI,,94900,600,0.64,94300,95400,93900,54881,5187971000,1328600000000,14000000,2021,Q2
세방전지,KOSPI,,84400,700,0.84,83500,86200,82900,55706,4731752700,1181600000000,14000000,2021,Q3
세방전지,KOSPI,,74400,-300,-0.4,73700,74900,72600,55486,4092393400,1041600000000,14000000,2021,Q4
세방전지,KOSPI,,64500,900,1.42,63200,64800,63200,23875,1538244900,903000000000,14000000,2022,Q1
세방전지,KOSPI,,61100,-1400,-2.24,62200,62300,60600,71744,4386680800,855400000000,14000000,2022,Q2
세방전지,KOSPI,,50100,-2000,-3.84,51300,51400,50100,26144,1323867200,701400000000,14000000,2022,Q3
세방전지,KOSPI,,48250,-200,-0.41,49300,49550,48150,127817,6230159000,675500000000,14000000,2022,Q4
세방전지,KOSPI,,52300,400,0.77,52300,52600,51500,87241,4547997200,732200000000,14000000,2023,Q1
세방전지,KOSPI,,48350,-350,-0.72,48300,49150,48150,52795,2559055150,676900000000,14000000,2023,Q2
세방전지,KOSPI,,60100,200,0.33,59300,60200,57900,137438,8128725600,841400000000,14000000,2023,Q3
세방전지,KOSPI,,55200,-3400,-5.8,57800,57900,55200,80450,4533147300,772800000000,14000000,2023,Q4
세방전지,KOSPI,,85300,5700,7.16,80300,85900,80300,197731,16632452400,1194200000000,14000000,2024,Q1
세방전지,KOSPI,,103700,1000,0.97,102600,104600,101200,46835,4837542900,1451800000000,14000000,2024,Q2
세방전지,KOSPI,,95300,-6200,-6.11,101000,101100,93300,219389,21007789800,1334200000000,14000000,2024,Q3
세방전지,KOSPI,,69600,-1200,-1.69,72200,73200,68000,70824,4964959600,974400000000,14000000,2024,Q4
세아제강,KOSPI,,48650,-350,-0.71,47150,49500,47150,2793,135767350,137985995000,2836300,2020,Q1
세아제강,KOSPI,,56000,4900,9.59,55400,60900,53900,64033,3616535400,158832800000,2836300,2020,Q2
세아제강,KOSPI,,85400,-4200,-4.69,89800,89800,83900,17444,1509316800,242220020000,2836300,2020,Q3
세아제강,KOSPI,,90300,800,0.89,90000,90600,88500,11702,1048317600,256117890000,2836300,2020,Q4
세아제강,KOSPI,,88600,1300,1.49,89500,89500,87500,5670,503195300,251296180000,2836300,2021,Q1
세아제강,KOSPI,,113500,-1500,-1.3,116000,116000,113000,12855,1469277500,321920050000,2836300,2021,Q2
세아제강,KOSPI,,116000,5500,4.98,111500,118000,109500,59492,6862458500,329010800000,2836300,2021,Q3
세아제강,KOSPI,,95000,3000,3.26,92000,95900,90300,8696,820304100,269448500000,2836300,2021,Q4
세아제강,KOSPI,,104500,5300,5.34,99200,106000,99200,21933,2277488300,296393350000,2836300,2022,Q1
세아제강,KOSPI,,179000,-1000,-0.56,179500,181500,178500,5554,996973000,507697700000,2836300,2022,Q2
세아제강,KOSPI,,184000,-7500,-3.92,194000,204500,183500,56900,10945301500,521879200000,2836300,2022,Q3
세아제강,KOSPI,,151000,1000,0.67,150000,153000,149000,16886,2538022000,428281300000,2836300,2022,Q4
세아제강,KOSPI,,143100,3400,2.43,140600,145600,140600,33607,4831426300,405874530000,2836300,2023,Q1
세아제강,KOSPI,,141000,700,0.5,140300,141600,140000,5117,719313800,399918300000,2836300,2023,Q2
세아제강,KOSPI,,139800,500,0.36,140000,140500,138700,8911,1240770200,396514740000,2836300,2023,Q3
세아제강,KOSPI,,130400,-100,-0.08,130600,130600,128500,4187,542448000,369853520000,2836300,2023,Q4
세아제강,KOSPI,,135300,700,0.52,135500,136100,134300,5402,730380400,383751390000,2836300,2024,Q1
세아제강,KOSPI,,132700,4600,3.59,128300,141100,128200,61605,8390978400,376377010000,2836300,2024,Q2
세아제강,KOSPI,,116700,-300,-0.26,117500,117500,116000,3547,413793700,330996210000,2836300,2024,Q3
세아제강,KOSPI,,116700,100,0.09,117500,117500,116500,2225,260081100,330996210000,2836300,2024,Q4
세아제강지주,KOSPI,,32800,150,0.46,32500,32900,32450,7214,235675350,135846349600,4141657,2020,Q1
세아제강지주,KOSPI,,33000,950,2.96,32800,33900,32500,15348,508696650,136674681000,4141657,2020,Q2
세아제강지주,KOSPI,,47500,-1550,-3.16,49050,50000,47200,17874,854769850,196728707500,4141657,2020,Q3
세아제강지주,KOSPI,,46500,400,0.87,47300,47300,46100,3434,159925550,192587050500,4141657,2020,Q4
세아제강지주,KOSPI,,44350,50,0.11,44750,45900,44200,3067,136846200,183682487950,4141657,2021,Q1
세아제강지주,KOSPI,,71300,400,0.56,71100,72300,70000,4896,346590800,295300144100,4141657,2021,Q2
세아제강지주,KOSPI,,139500,11000,8.56,130000,140000,127000,71131,9561554000,577761151500,4141657,2021,Q3
세아제강지주,KOSPI,,106500,7600,7.68,99600,108500,97200,19314,2013940500,441086470500,4141657,2021,Q4
세아제강지주,KOSPI,,131000,4500,3.56,129500,133000,127500,30858,4010968500,542557067000,4141657,2022,Q1
세아제강지주,KOSPI,,159500,-3000,-1.85,161500,163500,158000,18104,2903352000,660594291500,4141657,2022,Q2
세아제강지주,KOSPI,,175500,-7500,-4.1,183000,189000,175000,61964,11096478500,726860803500,4141657,2022,Q3
세아제강지주,KOSPI,,166000,-8000,-4.6,175000,175000,166000,36070,6110764000,687515062000,4141657,2022,Q4
세아제강지주,KOSPI,,157500,1000,0.64,156500,159700,155000,11717,1850177600,652310977500,4141657,2023,Q1
세아제강지주,KOSPI,,162000,-4400,-2.64,165100,166500,161900,6935,1133967100,670948434000,4141657,2023,Q2
세아제강지주,KOSPI,,190200,4300,2.31,185900,191500,182900,9920,1866659100,787743161400,4141657,2023,Q3
세아제강지주,KOSPI,,191000,100,0.05,191200,194200,188900,4382,838580500,791056487000,4141657,2023,Q4
세아제강지주,KOSPI,,216500,2500,1.17,215500,219500,210500,3806,821217000,896668740500,4141657,2024,Q1
세아제강지주,KOSPI,,219500,8500,4.03,210500,226500,210000,13997,3083021000,909093711500,4141657,2024,Q2
세아제강지주,KOSPI,,176200,-3800,-2.11,179900,179900,174500,7697,1367197700,729759963400,4141657,2024,Q3
세아제강지주,KOSPI,,174800,3300,1.92,173200,175500,171200,3764,654087300,723961643600,4141657,2024,Q4
세아특수강,KOSPI,,12150,-50,-0.41,12000,12200,11900,3844,46241850,104125500000,8570000,2020,Q1
세아특수강,KOSPI,,10800,-350,-3.14,11150,11150,10750,30868,335616550,92556000000,8570000,2020,Q2
세아특수강,KOSPI,,10600,-50,-0.47,10700,10700,10550,4588,48612750,90842000000,8570000,2020,Q3
세아특수강,KOSPI,,11850,50,0.42,11800,12000,11700,17853,211747950,101554500000,8570000,2020,Q4
세아특수강,KOSPI,,12300,200,1.65,12150,12400,12150,31035,380422550,105411000000,8570000,2021,Q1
세아특수강,KOSPI,,17000,100,0.59,17150,17350,16900,22457,383595350,145690000000,8570000,2021,Q2
세아특수강,KOSPI,,16750,350,2.13,16500,16900,16500,34759,578528800,143547500000,8570000,2021,Q3
세아특수강,KOSPI,,15600,200,1.3,15150,15700,15100,6028,93346000,133692000000,8570000,2021,Q4
세아특수강,KOSPI,,16100,-50,-0.31,16400,16400,16000,29132,471808950,137977000000,8570000,2022,Q1
세아특수강,KOSPI,,15850,0,0.0,15950,15950,15700,3530,55695800,135834500000,8570000,2022,Q2
세아특수강,KOSPI,,21250,100,0.47,21150,22300,20700,1326305,28441938050,182112500000,8570000,2022,Q3
세아특수강,KOSPI,,21400,400,1.9,21250,21500,21100,76164,1622306000,183398000000,8570000,2022,Q4
세아특수강,KOSPI,,19000,-20,-0.11,18790,19360,18780,224429,4274178660,162830000000,8570000,2023,Q1
세아특수강,KOSPI,,16160,-50,-0.31,16210,16280,16140,9403,152001770,138491200000,8570000,2023,Q2
세아특수강,KOSPI,,14900,-10,-0.07,15140,15190,14840,13764,206601650,127693000000,8570000,2023,Q3
세아특수강,KOSPI,,14220,-140,-0.97,14380,14380,14200,13496,192697770,121865400000,8570000,2023,Q4
세아특수강,KOSPI,,13700,-70,-0.51,13770,13780,13690,6864,94186190,117409000000,8570000,2024,Q1
세아특수강,KOSPI,,13890,130,0.94,13710,13950,13710,7881,109102160,119037300000,8570000,2024,Q2
세아특수강,KOSPI,,13660,-40,-0.29,13640,13700,13610,5678,77465110,117066200000,8570000,2024,Q3
세아특수강,KOSPI,,13760,-50,-0.36,13810,13900,13760,3094,42759770,117923200000,8570000,2024,Q4
세아홀딩스,KOSPI,,66300,-100,-0.15,66400,66800,65600,245,16191800,265200000000,4000000,2020,Q1
세아홀딩스,KOSPI,,70800,500,0.71,70500,71900,70500,424,30276400,283200000000,4000000,2020,Q2
세아홀딩스,KOSPI,,71900,-400,-0.55,72300,74000,71900,555,40033600,287600000000,4000000,2020,Q3
세아홀딩스,KOSPI,,77200,400,0.52,76500,77200,76200,381,29186900,308800000000,4000000,2020,Q4
세아홀딩스,KOSPI,,74600,700,0.95,74000,74800,73800,164,12144700,298400000000,4000000,2021,Q1
세아홀딩스,KOSPI,,103500,-500,-0.48,104000,105000,102500,1344,139209500,414000000000,4000000,2021,Q2
세아홀딩스,KOSPI,,115000,6500,5.99,110000,115000,107500,5217,576657000,460000000000,4000000,2021,Q3
세아홀딩스,KOSPI,,102000,-1000,-0.97,103000,106000,101500,767,78593500,408000000000,4000000,2021,Q4
세아홀딩스,KOSPI,,105000,-1500,-1.41,107000,107500,104500,112,11812000,420000000000,4000000,2022,Q1
세아홀딩스,KOSPI,,105500,-2000,-1.86,107500,109500,105500,170,18031500,422000000000,4000000,2022,Q2
세아홀딩스,KOSPI,,112500,-2500,-2.17,115500,119000,111500,4828,555045500,450000000000,4000000,2022,Q3
세아홀딩스,KOSPI,,106000,-2000,-1.85,110000,110000,106000,1256,134275000,424000000000,4000000,2022,Q4
세아홀딩스,KOSPI,,111300,1000,0.91,109700,111300,108600,1938,212816800,445200000000,4000000,2023,Q1
세아홀딩스,KOSPI,,113000,100,0.09,112900,113500,112700,61,6892000,452000000000,4000000,2023,Q2
세아홀딩스,KOSPI,,108800,-800,-0.73,108100,109700,108100,76,8276300,435200000000,4000000,2023,Q3
세아홀딩스,KOSPI,,107100,-1100,-1.02,107200,107600,107100,75,8037800,428400000000,4000000,2023,Q4
세아홀딩스,KOSPI,,110400,200,0.18,110200,111600,110200,131,14514000,441600000000,4000000,2024,Q1
세아홀딩스,KOSPI,,102400,300,0.29,102100,104000,102100,38,3904300,409600000000,4000000,2024,Q2
세아홀딩스,KOSPI,,100900,300,0.3,100600,100900,99800,23,2314500,403600000000,4000000,2024,Q3
세아홀딩스,KOSPI,,99600,-800,-0.8,100400,103000,98100,108,10695400,398400000000,4000000,2024,Q4
세우글로벌,KOSPI,,1735,30,1.76,1685,1750,1670,562460,964874710,49803228785,28705031,2020,Q1
세우글로벌,KOSPI,,2005,65,3.35,1940,2030,1935,4336173,8598746650,57553587155,28705031,2020,Q2
세우글로벌,KOSPI,,1915,-5,-0.26,1905,1935,1900,313122,599710285,54970134365,28705031,2020,Q3
세우글로벌,KOSPI,,3395,35,1.04,3315,3395,3285,1596224,5333034215,97453580245,28705031,2020,Q4
세우글로벌,KOSPI,,3850,-205,-5.06,4055,4245,3815,5296447,21284399340,110514369350,28705031,2021,Q1
세우글로벌,KOSPI,,2470,0,0.0,0,0,0,0,0,70901426570,28705031,2021,Q2
세우글로벌,KOSPI,,2470,0,0.0,0,0,0,0,0,70901426570,28705031,2021,Q3
세우글로벌,KOSPI,,1725,25,1.47,1715,1795,1660,425727,743012595,49516178475,28705031,2021,Q4
세우글로벌,KOSPI,,1635,80,5.14,1555,1665,1540,506369,814892370,46932725685,28705031,2022,Q1
세우글로벌,KOSPI,,1985,-75,-3.64,2040,2070,1980,390401,785557925,56979486535,28705031,2022,Q2
세우글로벌,KOSPI,,1560,-65,-4.0,1635,1635,1560,171866,272415245,44779848360,28705031,2022,Q3
세우글로벌,KOSPI,,2165,55,2.61,2100,2200,2080,4016440,8641349465,62146392115,28705031,2022,Q4
세우글로벌,KOSPI,,1504,18,1.21,1490,1525,1471,162725,244114045,43172366624,28705031,2023,Q1
세우글로벌,KOSPI,,1530,0,0.0,1531,1545,1523,78080,119507496,43918697430,28705031,2023,Q2
세우글로벌,KOSPI,,1320,1,0.08,1332,1419,1267,493589,663602676,37890640920,28705031,2023,Q3
세우글로벌,KOSPI,,1409,13,0.93,1383,1419,1383,76579,107725033,40445388679,28705031,2023,Q4
세우글로벌,KOSPI,,1455,-15,-1.02,1493,1495,1440,205709,298961981,41765820105,28705031,2024,Q1
세우글로벌,KOSPI,,1403,9,0.65,1408,1408,1389,47498,66426394,40273158493,28705031,2024,Q2
세우글로벌,KOSPI,,1345,25,1.89,1318,1350,1303,33641,44587902,38608266695,28705031,2024,Q3
세우글로벌,KOSPI,,1219,-1,-0.08,1220,1258,1200,7341,8980488,34991432789,28705031,2024,Q4
세원정공,KOSPI,,8090,0,0.0,0,0,0,0,0,80900000000,10000000,2020,Q1
세원정공,KOSPI,,8090,0,0.0,0,0,0,0,0,80900000000,10000000,2020,Q2
세원정공,KOSPI,,8090,0,0.0,0,0,0,0,0,80900000000,10000000,2020,Q3
세원정공,KOSPI,,8090,0,0.0,0,0,0,0,0,80900000000,10000000,2020,Q4
세원정공,KOSPI,,8090,0,0.0,0,0,0,0,0,80900000000,10000000,2021,Q1
세원정공,KOSPI,,8090,0,0.0,0,0,0,0,0,80900000000,10000000,2021,Q2
세원정공,KOSPI,,8090,0,0.0,0,0,0,0,0,80900000000,10000000,2021,Q3
세원정공,KOSPI,,8090,0,0.0,0,0,0,0,0,80900000000,10000000,2021,Q4
세원정공,KOSPI,,8090,0,0.0,0,0,0,0,0,80900000000,10000000,2022,Q1
세원정공,KOSPI,,8090,0,0.0,0,0,0,0,0,80900000000,10000000,2022,Q2
세원정공,KOSPI,,8090,0,0.0,0,0,0,0,0,80900000000,10000000,2022,Q3
세원정공,KOSPI,,8090,0,0.0,0,0,0,0,0,80900000000,10000000,2022,Q4
세원정공,KOSPI,,7220,50,0.7,7170,7590,7120,22631,162644690,72200000000,10000000,2023,Q1
세원정공,KOSPI,,8540,-120,-1.39,8650,8650,8470,15140,129082450,85400000000,10000000,2023,Q2
세원정공,KOSPI,,6880,-50,-0.72,7000,7000,6880,11516,79679260,68800000000,10000000,2023,Q3
세원정공,KOSPI,,6610,-30,-0.45,6650,6650,6580,6193,40867870,66100000000,10000000,2023,Q4
세원정공,KOSPI,,8950,0,0.0,9200,9200,8840,28637,255898140,89500000000,10000000,2024,Q1
세원정공,KOSPI,,8400,150,1.82,8290,8460,8250,17986,150606120,84000000000,10000000,2024,Q2
세원정공,KOSPI,,8400,-30,-0.36,8480,8480,8340,3569,29912190,84000000000,10000000,2024,Q3
세원정공,KOSPI,,6860,-140,-2.0,6910,6940,6860,8552,59016180,68600000000,10000000,2024,Q4
세이브존I&C,KOSPI,,2520,-125,-4.73,2570,2615,2520,58236,148416880,103423055400,41040895,2020,Q1
세이브존I&C,KOSPI,,2450,50,2.08,2395,2465,2360,74040,180310375,100550192750,41040895,2020,Q2
세이브존I&C,KOSPI,,2480,-5,-0.2,2480,2510,2440,29205,72492285,101781419600,41040895,2020,Q3
세이브존I&C,KOSPI,,2855,5,0.18,2880,2885,2835,28407,80974500,117171755225,41040895,2020,Q4
세이브존I&C,KOSPI,,3135,35,1.13,3115,3190,3110,34323,108064600,128663205825,41040895,2021,Q1
세이브존I&C,KOSPI,,3975,-35,-0.87,4010,4015,3945,69100,275112665,163137557625,41040895,2021,Q2
세이브존I&C,KOSPI,,3450,-5,-0.14,3465,3465,3420,13823,47429165,141591087750,41040895,2021,Q3
세이브존I&C,KOSPI,,2830,-45,-1.57,2820,2875,2775,113072,316207085,116145732850,41040895,2021,Q4
세이브존I&C,KOSPI,,3080,20,0.65,3025,3090,3025,31526,96624730,126405956600,41040895,2022,Q1
세이브존I&C,KOSPI,,3440,-15,-0.43,3455,3465,3410,19822,67917870,141180678800,41040895,2022,Q2
세이브존I&C,KOSPI,,2775,-10,-0.36,2775,3295,2745,3794559,11671010645,113888483625,41040895,2022,Q3
세이브존I&C,KOSPI,,2705,-20,-0.73,2725,2760,2700,26810,72735915,111015620975,41040895,2022,Q4
