컬럼_1,컬럼_2,컬럼_3,컬럼_4,컬럼_5,컬럼_6,컬럼_7,컬럼_8,컬럼_9,컬럼_10,컬럼_11,컬럼_12
일진홀딩스,B,C,B,B,-,-,-,-,-,,
잇츠한불,B,C,B,B,-,-,-,-,-,,
자화전자,B,B,B+,B,-,-,-,-,-,,
전방,C,C,B+,C,-,-,-,-,-,,
제이에스코퍼레이션,C,D,C,B+,-,-,-,-,-,,
제이준코스메틱,C,D,C,B,-,-,-,-,-,,
제일기획,B+,D,A,B+,-,-,-,B,-,,
제일약품,C,D,B,B,-,-,-,-,-,,
제일연마,C,C,C,B,-,-,-,-,-,,
제일파마홀딩스,B,D,B,B,-,-,-,-,-,,
제주은행,B+,C,A,A,-,-,-,-,-,,
제주항공,B,C,B+,B+,-,-,-,-,-,,
조광페인트,C,C,B,B,-,-,-,-,-,,
조광피혁,C,D,C,B,-,-,-,-,-,,
조비,C,D,B,B,-,-,-,-,-,,
조선선재,C,D,C,B+,-,-,-,-,-,,
조일알미늄,B,B,C,B,-,-,-,-,-,,
조흥,B,B,C,B,-,-,-,-,-,,
종근당,B,C,B+,B+,-,-,-,-,-,,
종근당바이오,C,B,C,C,-,-,-,-,-,,
종근당홀딩스,C,C,B+,C,-,-,-,-,-,,
주성코퍼레이션,D,C,C,D,-,-,-,-,-,,
주연테크,C,C,B,C,-,-,-,-,-,,
지엠비코리아,C,C,B,C,-,-,-,-,-,,
지역난방공사,A,B+,A+,B+,-,-,-,-,-,,
진도,B,D,B,B,-,-,-,-,-,,
진양산업,D,D,C,C,-,-,-,-,-,,
진양폴리우레탄,C,D,C,B,-,-,-,-,-,,
진양홀딩스,C,D,C,C,-,-,-,-,-,,
진양화학,D,D,C,C,-,-,-,-,-,,
진에어,B+,C,B+,A,-,-,-,-,-,,
진원생명과학,C,D,C,B,-,-,-,-,-,,
진흥기업,C,C,B,B,-,-,-,-,-,,
참엔지니어링,B,B,B,B,-,-,-,-,-,,
천일고속,B,C,B,B+,-,-,-,-,-,,
청호ICT,C,B,C,C,-,-,-,-,-,,
체시스,C,C,B,C,-,-,-,-,-,,
카카오,B+,C,A+,A,-,-,-,BBB,-,,
카프로,B+,B+,B,B+,-,-,-,-,-,,
케이비아이동국실업,C,B,B,C,-,-,-,-,-,,
케이씨,B+,B,B,B+,-,-,-,-,-,,
케이씨씨,B,B+,A,C,-,-,-,-,-,,
케이씨텍,B,B,B,B,-,-,-,-,-,,
케이씨티시,B,B,B,B,-,-,-,-,-,,
케이티,A+,A,A,A+,-,-,-,-,-,,
케이티스카이라이프,B+,C,B+,B+,-,-,-,-,-,,
케이티앤지,A,B+,A+,A,-,-,-,A,-,,
코리아써키트,C,B+,B,C,-,-,-,-,-,,
코리안리,B,D,B,B+,-,-,-,-,-,,
코스맥스,B+,B+,B+,B,-,-,-,-,-,,
코스맥스비티아이,B,B,B,B,-,-,-,-,-,,
코스모신소재,B+,B+,B,B+,-,-,-,-,-,,
코스모화학,C,B,C,D,-,-,-,-,-,,
코아스,B+,B,B,B+,-,-,-,-,-,,
코오롱,B,C,B+,B,-,-,-,-,-,,
코오롱ENP,B+,B,B+,B+,-,-,-,-,-,,
코오롱글로벌,B,C,B,B+,-,-,-,-,-,,
코오롱인더,B+,B+,B+,B+,-,-,-,-,-,,
코웨이,A,A,A+,B+,-,-,-,BBB,-,,
콘텐트리중앙,B,D,B,B,-,-,-,-,-,,
콜마홀딩스,B,B,B,B,-,-,-,-,-,,
콤텍시스템,C,D,B,C,-,-,-,-,-,,
쿠쿠홀딩스,B,D,B,B+,-,-,-,-,-,,
쿠쿠홈시스,C,D,C,C,-,-,-,-,-,,
크라운제과,B,D,B+,B,-,-,-,-,-,,
크라운해태홀딩스,B,D,B+,B,-,-,-,-,-,,
키다리스튜디오,B,B,B,B,-,-,-,-,-,,
키움증권,B,D,B+,B+,-,-,-,-,-,,
태경비케이,C,C,B,B,-,-,-,-,-,,
태경산업,B,B,B,B,-,-,-,-,-,,
태경케미컬,D,D,C,C,-,-,-,-,-,,
태광산업,C,B,B+,D,-,-,-,-,-,,
태림포장,C,B,C,C,-,-,-,-,-,,
태양금속공업,B,B+,B,B,-,-,-,-,-,,
태영건설,B,B,B,B+,-,-,-,-,-,,
태원물산,B,B,C,B,-,-,-,-,-,,
테이팩스,B+,B+,B+,B,-,-,-,-,-,,
텔코웨어,B,D,B,B,-,-,-,-,-,,
토니모리,C,D,C,B+,-,-,-,-,-,,
티비에이치글로벌,B,C,B,B+,-,-,-,-,-,,
티에이치엔,B,B,B,B,-,-,-,-,-,,
티웨이항공,B,C,B,B,-,-,-,-,-,,
티웨이홀딩스,C,D,B,C,-,-,-,-,-,,
티케이지휴켐스,C,B,B+,C,-,-,-,-,-,,
파라다이스,B,D,B+,B+,-,-,-,-,-,,
파미셀,B,B,C,B,-,-,-,-,-,,
팜스코,B,D,B+,B+,-,-,-,-,-,,
팜젠사이언스,C,D,B,C,-,-,-,-,-,,
팬오션,B+,B,B,A,-,-,-,B,-,,
퍼스텍,C,B,B,C,-,-,-,-,-,,
퍼시스,B,B,B,B,-,-,-,-,-,,
페이퍼코리아,C,C,B,C,-,-,-,-,-,,
평화산업,B,B,B,B,-,-,-,-,-,,
평화홀딩스,B,C,B,B+,-,-,-,-,-,,
포스코DX,B+,B,A,B+,-,-,-,-,-,,
포스코스틸리온,A,B+,A+,B+,-,-,-,-,-,,
포스코인터내셔널,A+,A,A+,A+,-,-,-,-,-,,
포스코퓨처엠,A,A,A+,B+,-,-,-,B,-,,
풀무원,A+,A,A+,A+,-,-,-,-,-,,
풍산,B+,B+,A,B+,-,-,-,-,-,,
풍산홀딩스,B,B,B+,B,-,-,-,-,-,,
플레이그램,C,D,C,C,-,-,-,-,-,,
하나금융지주,A,A,A,A,-,-,-,BBB,-,,
하나제약,B,D,B,B+,-,-,-,-,-,,
하나투어,B,D,B,B,-,-,-,-,-,,
하이스틸,B,B,C,B,-,-,-,-,-,,
하이트론씨스템즈,B,D,B,B+,-,-,-,-,-,,
하이트진로,B,B,B,B,-,-,-,-,-,,
하이트진로홀딩스,B,C,B,B,-,-,-,-,-,,
한국가스공사,A,B+,A+,B+,-,-,-,BB,-,,
한국공항,C,D,B,B,-,-,-,-,-,,
한국금융지주,B,D,B+,B+,-,-,-,CCC,-,,
한국내화,C,C,B,D,-,-,-,-,-,,
한국단자공업,C,C,B,B,-,-,-,-,-,,
한국무브넥스,C,B,B+,C,-,-,-,-,-,,
한국석유공업,C,C,C,B,-,-,-,-,-,,
한국수출포장공업,B,B,C,B,-,-,-,-,-,,
한국쉘석유,B,C,B+,B,-,-,-,-,-,,
한국앤컴퍼니,B,B+,B+,B,-,-,-,-,-,,
한국자산신탁,C,D,B,C,-,-,-,-,-,,
한국전력공사,A,B+,A,A,-,-,-,BB,-,,
한국전자홀딩스,C,C,B,C,-,-,-,-,-,,
한국제지,B,B+,B,B,-,-,-,-,-,,
한국종합기술,B,B,C,B,-,-,-,-,-,,
한국주강,C,D,C,C,-,-,-,-,-,,
한국주철관공업,C,C,C,B,-,-,-,-,-,,
한국철강,C,B+,B,C,-,-,-,-,-,,
한국카본,B+,B,B,B+,-,-,-,-,-,,
한국콜마,B+,B,B+,B+,-,-,-,-,-,,
한국타이어앤테크놀로지,B+,A,A,B,-,-,-,BBB,-,,
한국토지신탁,C,D,B,C,-,-,-,-,-,,
한국특강,B,B,B,B,-,-,-,-,-,,
한국항공우주,A,A,A+,B+,-,-,-,BB,-,,
한국화장품,B,D,B+,B,-,-,-,-,-,,
한국화장품제조,C,D,B,B,-,-,-,-,-,,
한농화성,C,C,C,B,-,-,-,-,-,,
한독,B+,B+,B+,B,-,-,-,-,-,,
한미글로벌,B+,B,B+,B+,-,-,-,-,-,,
한미반도체,C,D,C,B,-,-,-,-,-,,
한미사이언스,B,B,B,B,-,-,-,-,-,,
한미약품,A,B+,A+,B+,-,-,-,BB,-,,
한샘,B+,B+,A+,B,-,-,-,-,-,,
한섬,A,B+,A,A,-,-,-,-,-,,
한성기업,C,D,B,C,-,-,-,-,-,,
한세실업,B,C,B,B+,-,-,-,-,-,,
한세엠케이,C,C,C,B,-,-,-,-,-,,
한세예스24홀딩스,B,C,B,B,-,-,-,-,-,,
한솔로지스틱스,B+,B,B+,A,-,-,-,-,-,,
한솔제지,A,A,A,A,-,-,-,-,-,,
한솔케미칼,B+,B,B+,B+,-,-,-,-,-,,
한솔테크닉스,B+,B+,B+,A,-,-,-,-,-,,
한솔피엔에스,A,B+,B+,A,-,-,-,-,-,,
한솔홀딩스,A,B+,A,A,-,-,-,-,-,,
한솔홈데코,B+,B,B+,A,-,-,-,-,-,,
한신공영,C,C,B,B,-,-,-,-,-,,
한신기계공업,C,B,C,C,-,-,-,-,-,,
한양증권,C,D,B+,C,-,-,-,-,-,,
한온시스템,B,B,B,B+,-,-,-,BBB,-,,
한올바이오파마,B,D,B+,B,-,-,-,-,-,,
한익스프레스,C,B,C,D,-,-,-,-,-,,
한일시멘트,B,C,B+,B,-,-,-,-,-,,
한일철강,D,D,D,C,-,-,-,-,-,,
한일현대시멘트,B+,B,B+,B+,-,-,-,-,-,,
한일홀딩스,B,D,B+,B+,-,-,-,-,-,,
한전KPS,B+,B+,A,B+,-,-,-,-,-,,
한전기술,B+,B+,A,B+,-,-,-,-,-,,
한전산업,B+,B,B+,B+,-,-,-,-,-,,
한진,B,B,C,B+,-,-,-,-,-,,
한진중공업홀딩스,B,D,C,B+,-,-,-,-,-,,
한진칼,B+,B,B,A,-,-,-,-,-,,
한창,C,D,B,C,-,-,-,-,-,,
한창제지,B,B,C,B,-,-,-,-,-,,
한화,A,B+,A,A,-,-,-,BBB,-,,
한화생명,A,A,A+,B+,-,-,-,-,-,,
한화손해보험,B+,B,A,B,-,-,-,-,-,,
한화솔루션,B+,A,A,B,-,-,-,BBB,-,,
한화에어로스페이스,A,A,A,A,-,-,-,-,-,,
한화엔진,A,B+,A,A,-,-,-,-,-,,
한화오션,B+,B+,B,A,-,-,-,CCC,-,,
한화투자증권,B+,B,A,B+,-,-,-,-,-,,
해성디에스,A,A,A,A,-,-,-,-,-,,
해태제과식품,B,D,B+,B,-,-,-,-,-,,
핸즈코퍼레이션,B,B,B,B+,-,-,-,-,-,,
현대건설,A,A+,A,A,-,-,-,B,-,,
현대글로비스,A,A,A+,A,-,-,-,BB,-,,
현대로템,B+,B,A,B+,-,-,-,-,-,,
현대리바트,A,B,A,A,-,-,-,-,-,,
현대모비스,A,B+,A+,A,-,-,-,B,-,,
현대백화점,A,B+,A,A,-,-,-,-,-,,
현대비앤지스틸,B+,B+,A,B+,-,-,-,-,-,,
현대약품,B,B,B+,B,-,-,-,-,-,,
현대엘리베이터,A,B+,A,A,-,-,-,-,-,,
현대위아,A,A,A+,A,-,-,-,-,-,,
현대자동차,A,A,A+,A,-,-,-,B,-,,
현대제철,B+,B+,B,B+,-,-,-,CCC,-,,
현대지에프홀딩스,A,B+,A,A,-,-,-,-,-,,
현대차증권,A,B,A+,A,-,-,-,-,-,,
현대코퍼레이션,B,D,B,B,-,-,-,-,-,,
현대코퍼레이션홀딩스,C,D,C,B,-,-,-,-,-,,
현대퓨처넷,B+,C,A,A,-,-,-,-,-,,
현대해상,A,B+,A,A,-,-,-,A,-,,
현대홈쇼핑,A,A,A,A,-,-,-,-,-,,
형지엘리트,C,D,B,C,-,-,-,-,-,,
혜인,C,B,C,C,-,-,-,-,-,,
호전실업,C,D,C,B+,-,-,-,-,-,,
호텔신라,A,A,A,A,-,-,-,BB,-,,
화승엔터프라이즈,B+,B+,B,A,-,-,-,-,-,,
화승인더스트리,B,B,B,B+,-,-,-,-,-,,
화승코퍼레이션,B+,B+,B,B+,-,-,-,-,-,,
화신,C,D,B+,B,-,-,-,-,-,,
화인베스틸,B,B,C,B,-,-,-,-,-,,
화천기계,C,B,B,C,-,-,-,-,-,,
화천기공,C,D,C,B,-,-,-,-,-,,
환인제약,B,D,B+,B+,-,-,-,-,-,,
황금에스티,D,D,C,C,-,-,-,-,-,,
효성,B+,A,A+,B,-,-,-,-,-,,
효성 ITX,B+,C,B+,B+,-,-,-,-,-,,
효성중공업,A,A,A+,A,-,-,-,-,-,,
효성티앤씨,A+,A+,A+,A,-,-,-,-,-,,
효성화학,A+,A+,A+,A,-,-,-,-,-,,
후성,C,B,C,C,-,-,-,-,-,,
휠라홀딩스,B+,B,B+,B+,-,-,-,BB,-,,
휴니드테크놀러지스,C,C,B,B,-,-,-,-,-,,
휴비스,B+,B+,B+,B+,-,-,-,-,-,,
휴스틸,C,B,B,C,-,-,-,-,-,,
흥국화재,B,D,A,B,-,-,-,-,-,,
흥아해운,D,D,C,D,-,-,-,-,-,,
